CNTSTUID,gender,female,grade,computer,software,internet,desk,own.room,quiet.study,lit,poetry,art,book.sch,tech.book,dict,art.book,ST011Q05TA,ST071Q02NA,ST071Q01NA,ST123Q02NA,ST082Q01NA,ST119Q01NA,ST119Q05NA,ANXTEST,COOPERATE,BELONG,EMOSUPS,WEALTH,PARED,TMINS,ESCS,TEACHSUP,TDTEACH,IBTEACH,SCIEEFF,math,reading,science
79200939,Female,1,Grade 9,0,0,0,1,1,1,1,1,0,1,0,1,0,No,11,7,Strongly agree,Agree,Strongly agree,Strongly agree,1.4394,1.3264,-0.8482,0.5658,-1.7154,12,1560,-1.7902,0.79,0.9505,0.8519,1.8526,361.9234,408.0202,394.2937
79206774,Female,1,Grade 9,1,1,1,1,1,0,1,0,1,1,0,1,0,Yes,NA,5,Strongly agree,Agree,Strongly agree,Agree,0.6654,1.164,-0.7657,1.0991,-1.2426,8,900,-1.8259,1.4475,0.658,-1.0496,-0.2154,325.4144,375.4197,350.5305
79204670,Female,1,Grade 9,0,0,1,1,0,0,1,0,0,0,0,1,0,No,6,4,Agree,Agree,Strongly agree,Strongly agree,1.2704,0.5759,-0.5064,-1.3298,-1.2256,12,1600,-1.2038,-0.1164,0.4505,0.5453,0.5561,365.5649,381.6692,396.2027
79201647,Female,1,Grade 9,1,1,0,1,0,0,1,1,0,0,0,1,0,Yes,6,3,Agree,Disagree,Strongly agree,Strongly agree,2.5493,0.9675,0.3142,-0.3306,-1.8473,16,2280,-0.9068,-0.4527,-0.0057,1.4812,0.5037,333.6344,345.9447,336.387
79203718,Female,1,Grade 9,0,0,0,0,0,0,0,0,0,0,0,1,0,No,6,6,Strongly agree,Disagree,Agree,Strongly agree,1.1311,-0.2882,-0.6925,-0.2495,-4.7851,4,1600,-4.1131,0.2725,0.0615,0.9054,0.1091,381.7032,381.6998,403.6358
79204968,Female,1,Grade 9,0,0,0,1,0,0,0,1,0,0,0,1,0,No,12,6,Disagree,Strongly disagree,Strongly agree,Strongly agree,1.1311,-1.0629,-0.9932,-1.828,-2.8012,14,1495,-1.0631,-1.008,-0.878,0.0441,-1.4295,352.0996,350.1369,393.2887
79200200,Female,1,Grade 9,0,1,0,0,0,1,0,0,0,0,0,1,0,Yes,6,7,Strongly agree,Disagree,Strongly agree,Strongly agree,0.5209,-0.2882,-0.5917,-0.2495,-2.7786,8,1600,-2.7198,1.4475,-0.1503,0.1814,0.3155,341.3526,416.0275,367.6003
79200563,Female,1,Grade 9,1,1,0,0,0,0,0,0,0,1,0,1,0,Yes,6,4,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,0.2013,2.2879,1.5043,0.5658,-2.1982,4,1600,-2.703,1.2445,2.0781,1.7279,0.3441,325.9407,372.3823,351.5209
79200129,Female,1,Grade 10,0,0,0,0,0,1,0,0,0,0,NA,1,0,No,NA,NA,Agree,Disagree,Strongly agree,Strongly agree,0.0031,-1.198,-0.5755,-1.5266,-1.6984,4,NA,-2.7399,-0.2199,0.4505,0.3691,-0.8953,279.1922,347.1087,317.9961
79205586,Female,1,Grade 10,1,NA,1,1,1,1,1,NA,NA,1,NA,1,1,NA,3,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.7952,-0.2882,-0.5156,1.0991,-0.7793,8,1600,-1.9043,1.4475,-0.1495,1.12,0.5008,386.5588,436.7741,418.1155
79202763,Female,1,Grade 10,0,0,1,1,0,1,0,0,0,1,0,0,0,No,6,7,Agree,Agree,Strongly agree,Strongly agree,0.0031,-0.4687,-1.2934,0.1004,-1.617,8,1600,-1.9578,NA,NA,NA,-0.4119,273.5037,362.7816,333.6901
79200454,Female,1,Grade 10,0,0,0,1,0,1,1,1,0,0,0,1,0,No,6,5,Agree,Disagree,Strongly agree,Strongly agree,1.0746,0.395,-0.9806,-0.7526,-2.7721,4,1600,-3.2846,0.1281,-0.4357,0.7504,-0.5731,289.4555,310.0951,309.8622
79202051,Female,1,Grade 10,0,0,0,0,0,0,0,0,0,0,0,1,0,No,11,8,Agree,Disagree,Strongly agree,Strongly agree,2.5493,0.9675,-0.5152,-0.889,-3.1252,4,1120,-3.6485,0.9133,0.4505,0.7388,1.8757,357.1894,427.5632,380.6748
79200652,Female,1,Grade 10,0,1,0,0,0,1,1,1,1,1,0,1,0,Yes,20,15,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,0.7993,-0.7876,-1.1284,-2.339,-3.0865,4,2520,-3.2079,1.4475,2.0781,0.0317,0.3186,391.0285,387.7058,386.3141
79203200,Female,1,Grade 10,0,0,0,1,NA,1,0,0,0,1,0,1,0,No,12,8,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.7237,-0.1051,-3.1297,0.5658,-1.4185,8,1600,-2.0315,0.5088,0.3199,1.1414,-0.005,310.7298,366.352,354.5695
79201765,Female,1,Grade 10,0,0,0,1,0,1,1,1,0,1,1,0,1,No,19,17,Agree,Strongly agree,Strongly agree,Strongly agree,2.5493,-0.5453,-0.8828,-1.3298,-1.9945,4,1600,-2.9808,0.4124,1.4332,-0.1721,0.0673,378.6402,409.9329,391.728
79204116,Female,1,Grade 10,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,5,5,Strongly agree,Agree,Strongly agree,Strongly agree,-0.3661,0.8242,-0.6334,-0.2495,-3.0569,4,1600,-3.6248,0.4124,-0.8671,1.6244,-0.4689,311.026,368.0945,349.9458
79201666,Female,1,Grade 10,0,0,1,1,1,1,1,1,0,1,1,1,1,No,6,4,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.3578,1.3264,-3.1297,0.3838,-1.1426,16,1600,-0.9421,NA,NA,NA,1.1967,419.7044,429.9935,439.9121
79200562,Female,1,Grade 10,0,0,0,1,0,1,0,0,0,1,0,1,0,No,5,7,Agree,Strongly agree,Strongly agree,Strongly agree,1.8135,2.2879,0.3665,-0.2511,-2.7552,4,1600,-3.2692,0.7896,0.0615,0.7228,0.5151,339.7692,372.8509,381.0317
79203806,Female,1,Grade 10,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,5,2,Agree,Strongly agree,Strongly agree,Strongly agree,2.5493,2.2879,-1.7727,-1.9895,-1.1732,16,960,0.4041,1.4475,0.5735,-0.8168,1.7246,322.2182,383.0705,394.662
79203594,Female,1,Grade 10,0,0,0,1,1,1,0,0,0,1,0,1,0,No,5,6,Strongly agree,Disagree,Agree,Strongly agree,2.5493,-0.9705,0.152,1.0991,-1.5202,8,1600,-1.4001,1.4475,-1.7885,2.1533,0.3155,330.4001,402.2712,350.4774
79203253,Female,1,Grade 10,1,0,0,1,0,0,0,0,0,0,0,1,0,No,5,3,Agree,Agree,Strongly agree,NA,1.4098,-1.0033,-0.3381,-1.6136,-2.2314,4,1680,-3.1364,1.4475,-0.3541,0.6067,2.2513,279.2358,354.4143,368.1681
79200569,Female,1,Grade 10,0,1,0,1,0,1,1,1,0,1,0,1,0,Yes,9,6,Agree,Agree,Strongly agree,Strongly agree,-0.1568,-1.0418,-0.3728,-1.3298,-2.1479,16,1600,-1.2581,-0.5383,-0.7899,0.4089,-0.8645,303.1332,308.4109,306.713
79201312,Female,1,Grade 10,0,0,0,1,0,1,0,0,0,0,0,1,0,No,21,20,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,-1.9346,2.2879,1.5043,0.3838,-2.7074,4,1600,-3.3535,1.4475,0.6503,1.9206,1.2081,394.4344,429.6847,422.8828
79201957,Female,1,Grade 10,1,0,0,1,0,0,0,0,0,1,0,1,0,No,5,7,Strongly disagree,Agree,Strongly agree,Strongly agree,-0.1087,2.2879,-0.2061,-2.339,-2.2213,4,1600,-3.0794,1.4475,0.6503,0.4602,-0.0516,355.3998,460.5309,438.4076
79202528,Female,1,Grade 10,1,0,0,0,0,1,0,1,0,0,0,1,0,No,11,15,Strongly agree,Disagree,Strongly agree,Strongly agree,1.0856,-0.2882,-1.1137,0.5658,-2.4633,12,1600,-1.7433,0.8213,0.5245,0.5382,NA,401.7697,425.5803,453.4376
79204170,Female,1,Grade 10,1,0,0,1,1,1,1,NA,0,1,0,1,NA,No,4,3,Strongly agree,Disagree,Agree,Agree,-0.4331,-0.2882,0.6642,0.4662,-2.229,12,2025,-1.5032,1.4475,-0.4258,0.1997,0.3155,372.2325,360.8173,368.1453
79205216,Female,1,Grade 10,0,0,0,0,0,1,0,0,0,0,0,1,0,No,5,7,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,0.206,1.5604,-0.3154,-3.0789,-2.5098,16,1600,-0.9695,1.4475,0.8729,1.702,2.2283,367.1897,413.7906,409.0846
79201177,Female,1,Grade 10,0,1,0,1,0,1,1,1,0,1,0,1,0,Yes,6,7,Strongly agree,Disagree,Strongly agree,Agree,1.1311,-0.8937,-0.9077,1.0991,-2.5211,4,1600,-2.3293,NA,NA,NA,0.9722,295.0214,348.5352,317.182
79206603,Female,1,Grade 10,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,6,7,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.3971,0.0647,-1.2802,0.5658,-3.5318,3,1600,-3.759,NA,NA,NA,0.577,351.236,380.9126,382.6589
79206506,Female,1,Grade 10,1,1,1,1,0,0,0,0,0,0,0,1,0,Yes,5,4,Strongly agree,Disagree,Strongly disagree,Strongly disagree,0.4517,-0.2882,-0.6409,1.0991,-1.415,4,1600,-2.8453,1.4475,0.7282,0.4031,-0.0379,345.045,404.3802,382.2975
79202913,Female,1,Grade 10,0,0,0,1,1,1,0,0,0,1,1,1,0,No,6,6,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-1.464,0.9675,0.5901,-0.7498,-2.0064,8,1600,-2.2149,1.4475,0.6495,0.1284,-0.5207,414.3937,481.2277,471.5711
79204187,Female,1,Grade 10,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes,6,7,Strongly agree,Strongly agree,Strongly agree,Strongly agree,-1.5176,0.9455,0.0575,-1.3286,-4.7851,3,1600,-4.4789,0.3758,0.0615,-0.5712,0.1155,413.5593,419.5624,410.4861
79201123,Female,1,Grade 11,1,0,0,0,0,0,0,0,0,1,0,0,0,No,24,15,Agree,Agree,Strongly agree,Strongly agree,2.5493,-3.332,-0.8898,-0.889,-2.0887,12,1520,-0.9309,0.1582,0.0532,0.839,-0.418,335.3112,318.2494,369.3831
79200073,Female,1,Grade 11,0,0,0,1,0,1,1,1,0,1,0,1,0,No,6,8,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,0.5231,-1.4225,-1.3612,-1.2588,-4.7851,4,1600,-2.8028,-0.1164,0.0532,-0.0258,-0.2468,476.3248,437.4443,472.5282
79202342,Female,1,Grade 10,0,0,0,1,1,0,0,0,0,1,0,1,0,No,4,NA,Strongly agree,Agree,Strongly agree,Strongly agree,2.5493,0.9455,-0.4447,-0.0964,-1.6271,8,1575,-2.1401,NA,NA,NA,1.556,326.5591,369.2079,366.1829
79202070,Female,1,Grade 11,0,0,0,1,1,1,1,0,1,1,0,1,0,No,4,0,Strongly agree,Agree,Strongly agree,Strongly agree,-0.4071,-0.1051,-1.7727,1.0991,-1.647,12,1600,-1.8116,NA,NA,NA,-0.3946,417.4513,442.8705,462.3622
79205105,Female,1,Grade 11,0,0,1,1,0,1,1,0,0,1,0,1,0,No,4,NA,Strongly disagree,Agree,Strongly agree,Strongly agree,0.5209,-0.2882,-1.2245,-3.0789,-1.4906,8,1360,-1.8602,NA,NA,NA,-0.3947,405.8489,497.1813,467.8688
79205639,Female,1,Grade 9,0,0,0,1,0,1,0,1,0,0,0,1,0,No,2,3,Strongly agree,Disagree,Strongly disagree,Strongly disagree,-0.9377,-2.0435,0.4451,1.0991,-2.7449,3,1400,-2.5506,0.1274,-0.6819,0.5858,0.2979,356.9195,411.0822,394.9859
79206958,Male,0,Grade 9,0,0,0,0,0,1,0,0,0,0,0,1,0,No,1,4,Agree,Agree,Strongly agree,Agree,0.5209,-1.1664,0.6642,-0.2511,-2.7045,16,770,-1.4704,NA,NA,NA,NA,334.2667,310.7074,318.513
79203685,Female,1,Grade 9,0,0,0,1,0,1,0,1,0,1,0,1,0,No,2,2,Strongly agree,Strongly disagree,Strongly agree,NA,0.2754,0.9455,-1.9992,1.0991,-3.1603,3,1200,-3.3427,1.4475,-1.2233,0.5627,-0.5651,342.7238,356.5166,339.8676
79200664,Male,0,Grade 9,0,0,0,0,0,1,1,0,0,0,0,1,0,No,6,4,Agree,Disagree,Strongly agree,Strongly agree,-0.5306,-0.4374,0.1643,-1.3298,-3.0865,3,1520,-3.5657,1.4475,-0.4473,0.8175,-0.0827,448.2933,402.6094,365.9687
79205881,Female,1,Grade 9,0,1,0,1,1,1,0,1,0,1,1,1,1,Yes,6,2,Agree,Disagree,Strongly disagree,Strongly disagree,0.139,-3.332,-0.1544,-1.6812,-1.6252,8,760,-1.5356,0.7896,-0.8682,1.381,2.3005,265.3662,287.6662,274.0237
79205441,Male,0,Grade 9,0,1,0,0,0,1,0,0,0,1,0,NA,0,Yes,6,8,Agree,Strongly disagree,Strongly disagree,Strongly disagree,-0.6448,-2.1297,0.045,0.3821,-2.1837,4,1600,-2.8223,0.4124,0.2564,1.281,0.5742,322.4231,331.15,334.8888
79204102,Male,0,Grade 9,0,0,0,0,0,1,0,0,0,0,0,1,0,No,17,14,Strongly agree,Agree,Agree,Agree,-0.3661,-1.2109,-1.5827,-0.8863,-2.5216,4,1480,-3.4216,-0.4527,-0.3597,-1.1533,-3.7565,300.9595,407.772,330.6226
79202618,Male,0,Grade 9,1,1,1,1,1,1,1,1,0,1,1,1,NA,Yes,6,8,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-0.4305,0.5759,-1.5195,0.3838,-1.5645,8,1200,-1.161,-0.1164,-0.1495,0.1682,-0.7294,374.5894,357.9669,339.0088
79203272,Male,0,Grade 9,0,1,0,0,0,1,0,1,0,1,0,1,0,Yes,11,7,Strongly agree,Agree,Strongly agree,Strongly agree,-0.3318,-1.5094,-1.255,0.1711,-2.9188,4,1600,-3.0066,0.7896,0.0532,0.8958,0.294,345.1019,335.521,316.7852
79203419,Male,0,Grade 9,0,1,0,NA,0,0,0,1,0,1,0,1,0,Yes,10,7,Agree,Disagree,Agree,Agree,-0.6871,-1.2109,-0.4725,-0.3306,-3.0569,4,1600,-3.1166,1.4475,-0.0057,1.4357,NA,353.5236,396.4678,395.6164
79201529,Male,0,Grade 9,1,1,0,1,0,1,0,0,1,1,1,1,1,Yes,8,3,Agree,Disagree,Strongly agree,Strongly agree,1.0496,0.5759,0.1885,-1.3869,-2.1982,8,1600,-1.4523,-0.1164,0.1931,0.8578,-0.0797,431.889,383.7872,452.1667
79202266,Male,0,Grade 9,1,1,1,1,0,1,0,1,0,1,0,1,1,Yes,5,2,Strongly agree,Agree,Strongly agree,Strongly disagree,0.7392,-1.0245,-1.6472,1.0991,-2.0487,3,1600,-2.7641,0.9133,-0.0057,0.7281,0.1048,445.5023,429.8752,441.5139
79202585,Female,1,Grade 10,0,0,0,1,1,0,1,1,1,1,0,1,1,No,11,7,Strongly agree,Disagree,Strongly agree,Strongly agree,-0.6871,-0.2882,-1.5109,0.3838,-2.028,3,NA,-2.8164,1.4475,-1.7885,0.2497,3.2775,386.3162,368.9848,346.7316
79205793,Male,0,Grade 10,0,1,0,1,1,1,0,0,0,1,0,1,0,Yes,3,2,Strongly agree,Agree,Strongly agree,Strongly agree,1.9474,2.2879,2.5915,1.0991,-1.908,4,1600,-3.3604,-0.0541,-0.8671,-0.1435,0.7468,330.8204,381.6849,339.5277
79200567,Female,1,Grade 10,0,0,0,1,0,1,1,0,1,1,0,1,0,No,2,6,Strongly agree,Disagree,Strongly agree,Strongly agree,1.2918,-0.6455,-0.9857,0.1711,-1.5242,12,1600,-1.7236,1.4475,1.1091,-0.2134,1.2256,385.4337,436.0552,410.8628
79201586,Female,1,Grade 10,0,0,0,1,0,0,0,0,0,0,0,0,0,No,6,0,NA,Strongly agree,Strongly agree,Strongly agree,1.0496,-0.8088,-1.4957,-2.9823,-2.605,16,1840,-1.4751,-1.4644,0.1828,-0.3072,1.2233,324.8755,403.5327,309.8168
79200634,Male,0,Grade 10,0,0,0,1,1,0,1,0,0,1,0,1,0,No,11,24,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.2108,-0.9705,-1.1284,1.0991,-2.8913,12,1575,-2.3193,1.4475,0.0615,0.2702,-1.0548,319.8375,344.2425,326.068
79200329,Male,0,Grade 10,0,0,0,1,0,0,0,0,0,0,0,1,0,No,6,3,Strongly agree,Agree,Strongly agree,Strongly agree,0.7186,0.4252,-1.483,-0.2495,-2.2865,4,1600,-2.9629,-0.5342,-0.8671,0.498,0.5445,367.7414,437.2706,414.055
79205876,Male,0,Grade 10,0,0,0,0,0,0,1,1,0,1,1,1,0,No,15,20,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1.4226,0.7461,-1.6861,0.5658,-3.1252,12,2400,-2.1995,1.4475,0.0615,0.2702,0.4777,305.0856,286.3802,295.3058
79205442,Male,0,Grade 10,0,0,0,1,0,1,1,1,0,1,0,1,0,No,15,10,Agree,Disagree,Agree,Agree,0.2594,-0.9705,-0.4838,-0.889,-1.8281,8,2000,-2.0224,0.9209,-0.3597,0.1009,-1.2383,404.2475,373.5493,377.0482
79202685,Male,0,Grade 10,0,0,0,1,0,1,0,1,0,1,0,1,1,No,2,3,Strongly agree,Agree,Strongly agree,Strongly agree,0.0752,-0.2882,0.3998,0.4662,-1.8468,4,1600,-2.5041,-0.4527,-0.8671,-0.3263,-1.2412,389.4394,432.0988,436.1795
79205003,Male,0,Grade 10,0,0,0,1,1,1,0,0,0,0,0,0,0,No,5,2,Strongly agree,Agree,Strongly agree,Strongly agree,1.3578,0.8242,-0.2387,0.3838,-0.4518,8,1600,-2.1321,-1.0718,0.2564,0.0753,0.1239,346.2348,363.8437,384.627
79202932,Male,0,Grade 10,0,0,0,0,0,0,1,0,0,1,0,1,0,No,6,4,Agree,Strongly agree,Strongly agree,Agree,0.206,2.2879,-1.2158,-1.2602,-2.3064,12,1400,-1.1356,0.8213,-0.0141,-1.0082,0.3155,408.7754,410.3646,404.751
79204686,Male,0,Grade 10,0,0,0,1,1,1,0,1,0,0,0,1,0,No,6,5,Strongly agree,Agree,Strongly agree,Strongly agree,0.5209,-0.2882,0.5643,-1.5683,-2.1093,3,1640,-3.3925,-2.7195,0.12,-1.2566,0.9475,353.2611,312.5342,325.9385
79201854,Male,0,Grade 10,0,0,0,1,0,0,0,0,0,1,0,1,0,No,2,3,Disagree,Strongly agree,Strongly agree,Strongly agree,2.5493,0.9455,-0.6335,-1.9546,-2.0177,8,1600,-2.547,-1.4644,-1.142,-1.2874,-1.2162,416.018,391.5497,391.7315
79205836,Male,0,Grade 10,0,0,0,1,0,0,0,0,0,0,0,1,0,No,NA,NA,Disagree,Strongly agree,Strongly agree,Strongly agree,-0.6815,-1.5859,-0.9754,-1.828,-1.7795,4,NA,-2.7666,0.1547,-1.7704,1.3452,1.4401,323.3788,299.7664,310.438
79202290,Male,0,Grade 10,0,0,0,0,0,0,1,0,1,0,0,1,0,No,7,6,Strongly agree,Agree,Agree,Strongly agree,-0.0799,0.8242,-0.3381,-0.2495,-3.1252,3,1560,-3.1685,0.4326,0.0532,1.1471,1.522,354.2048,365.9095,332.2976
79200648,Male,0,Grade 10,0,0,0,1,0,1,0,0,1,1,0,1,0,No,6,10,Agree,Disagree,Strongly agree,Agree,-0.0345,0.6615,-0.0621,-0.2511,-2.1747,4,600,-2.8532,-0.4527,0.3869,-0.7693,-1.2032,263.1807,328.7244,302.2677
79201929,Male,0,Grade 10,1,0,1,1,0,1,0,1,1,1,0,1,1,No,6,2,Strongly agree,Disagree,Strongly agree,Agree,0.5022,0.4252,0.1985,-0.0202,-0.2382,14,1600,0.0013,-0.4527,-0.6102,-0.1393,0.3155,401.905,419.5441,364.4893
79206731,Male,0,Grade 10,0,1,0,1,1,1,0,1,0,0,0,1,0,Yes,6,5,Strongly disagree,Disagree,Strongly agree,Strongly agree,0.5209,0.4252,-0.2015,-2.658,-1.2875,14,1600,-1.1807,-0.1164,-0.4473,-0.3474,0.3155,401.614,422.5234,398.5356
79204083,Male,0,Grade 10,0,0,0,0,1,1,0,0,0,0,0,0,0,No,NA,NA,Agree,Disagree,Agree,Agree,-0.2729,0.4252,-0.9494,-1.5692,-2.4122,3,1400,-3.5404,-0.6536,-0.8671,0.3324,0.5125,465.2794,426.4956,437.4812
79206858,Female,1,Grade 11,0,1,0,1,0,1,1,1,1,0,1,NA,0,Yes,7,9,Strongly agree,Strongly disagree,Agree,Disagree,0.163,0.0407,-0.6334,-0.3289,-2.4922,3,1320,-2.8539,NA,NA,NA,-0.2172,301.3864,311.054,284.9817
79202235,Male,0,Grade 11,1,0,1,1,0,1,0,1,0,1,0,1,1,No,1,NA,Strongly agree,Agree,Agree,Strongly agree,0.7882,0.395,-1.4235,0.3838,-0.359,4,1620,-2.3919,NA,NA,NA,0.3254,494.0337,434.6563,451.2167
79205245,Female,1,Grade 9,1,1,1,1,1,1,1,1,0,1,1,1,1,Yes,2,0,Strongly disagree,Agree,Strongly agree,Agree,0.5209,-0.2882,-0.3381,-3.0789,-0.7812,8,1200,-1.6901,-1.4644,-0.3693,-1.2753,0.9409,451.4014,504.2414,499.8
79200238,Male,0,Grade 9,1,0,1,1,0,1,0,0,0,1,0,1,0,No,9,6,Disagree,Strongly agree,Agree,Strongly disagree,-0.0106,-1.3369,-1.1067,-1.5741,-1.5304,4,680,-2.4329,-0.2657,0.4433,1.9579,-1.562,363.9147,409.7443,359.6285
79200297,Male,0,Grade 9,1,0,1,1,0,0,0,1,1,1,0,1,1,No,1,0,Agree,Strongly disagree,Strongly agree,Strongly agree,0.0921,-0.9705,-1.6242,-0.889,-1.4861,12,1600,-0.5908,0.0355,0.4505,0.0202,0.5151,504.2635,526.6372,524.239
79206122,Male,0,Grade 9,1,1,1,1,1,1,1,1,0,1,1,1,1,Yes,17,15,Strongly agree,Strongly agree,Strongly agree,Strongly agree,-2.505,2.2879,2.5915,1.0991,-0.7644,16,2000,0.6887,1.4475,2.0781,3.1829,3.2775,383.4393,372.8409,354.1914
79206245,Male,0,Grade 9,1,0,1,1,1,1,0,0,0,1,1,1,0,No,10,9,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,0.8565,1.4116,0.5311,0.5658,-1.7309,12,1600,-1.3855,0.3616,0.9477,0.2025,-0.1883,516.0208,467.2928,494.5574
79201851,Male,0,Grade 9,1,1,1,1,1,1,1,1,0,0,1,1,1,Yes,0,0,Strongly agree,Disagree,Strongly agree,Strongly agree,-1.1801,-0.2882,-0.8544,1.0991,-1.4208,12,1760,-0.9254,-0.7147,-0.2836,1.7673,-1.5845,419.8452,433.9867,389.3664
79205069,Female,1,Grade 10,1,0,1,1,1,1,0,0,0,1,0,1,0,No,6,4,Strongly agree,Disagree,Strongly agree,Strongly agree,1.0461,0.4252,0.9646,-0.0964,-1.6239,4,1600,-2.3972,-0.1164,-0.2278,-0.3652,0.3155,388.4711,474.309,413.9122
79202466,Female,1,Grade 10,1,1,1,1,1,1,0,0,0,1,1,1,0,Yes,13,10,Strongly agree,Disagree,Strongly agree,Strongly agree,-0.2729,-1.6189,0.6897,0.5658,0.3855,16,1680,0.4063,-1.0718,-1.6517,-1.8581,1.2131,419.1118,425.3031,405.8443
79202676,Female,1,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,4,3,Strongly disagree,Strongly disagree,Agree,Strongly disagree,-0.6871,0.6785,0.6642,-3.0789,-0.6083,16,1600,-0.2067,-1.0718,0.0608,0.0388,0.1091,354.5532,414.6954,383.9667
79202885,Female,1,Grade 10,1,1,1,1,1,1,1,1,0,1,1,1,1,Yes,4,2,Strongly agree,Disagree,Agree,Strongly agree,0.7186,0.8242,0.6642,1.0991,-0.9408,14,1200,-0.6752,-1.0718,-0.0718,-1.3674,-0.3627,426.3384,464.8999,442.5215
79200695,Female,1,Grade 10,0,0,1,1,1,1,0,1,0,1,0,1,0,No,4,2,Strongly agree,Disagree,Strongly agree,Strongly agree,0.2092,0.8242,-1.5735,1.0991,-2.1575,8,1600,-2.4361,1.4475,0.2645,1.1587,0.7,372.0808,429.0102,387.1609
79202911,Female,1,Grade 10,1,0,1,1,1,1,1,1,0,1,1,1,0,No,7,7,Strongly agree,Disagree,Strongly agree,Agree,0.7291,0.8242,2.5915,1.0991,-1.1167,8,1600,-1.6852,1.4475,-0.1495,-0.7765,-0.3613,434.2805,465.5394,439.0184
79202108,Female,1,Grade 10,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,0,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1.9474,-0.4374,1.5043,1.0991,-1.8891,4,1600,-2.7574,-0.751,0.3869,-0.3098,0.4969,464.5363,516.9641,495.7924
79204529,Female,1,Grade 10,0,0,0,1,1,1,0,1,0,1,0,1,0,No,12,8,Strongly agree,Agree,Strongly agree,Strongly agree,1.7184,2.2879,-0.0644,-0.2495,-1.4701,8,1600,-2.0239,-0.2651,-0.3597,1.2186,-0.3396,456.6811,486.4015,476.6833
79205596,Female,1,Grade 10,1,0,1,1,1,1,1,1,0,1,1,1,0,No,8,7,Strongly agree,Disagree,Strongly agree,Strongly agree,-0.035,-0.2882,-0.3381,-0.2495,-0.4454,12,1600,-0.9944,-0.2618,-0.6102,-1.0375,-0.4068,404.4789,442.5066,395.9625
79206875,Female,1,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,8,7,Strongly agree,Agree,Strongly agree,Agree,1.3578,0.9455,-2.1603,0.0264,-0.7649,16,1600,0.8422,-1.2886,-0.6102,-1.0412,-0.3927,502.0729,541.453,529.1935
79206072,Female,1,Grade 10,1,1,0,1,1,1,1,1,1,0,1,1,0,Yes,10,6,Strongly agree,Disagree,Strongly agree,Strongly agree,-2.505,-0.1051,1.5611,1.0991,-0.2595,12,1600,-0.1723,-1.0718,-0.6102,1.4522,0.9327,480.4175,479.8502,475.2232
79206166,Female,1,Grade 10,1,0,1,1,1,1,1,1,1,1,1,1,1,No,7,3,Strongly agree,Strongly agree,Strongly agree,Agree,-1.0078,0.8242,-0.0621,0.5658,-1.08,8,1600,-1.5108,-0.9096,-0.4473,-0.6742,1.5486,390.2879,439.1186,393.7586
79200713,Female,1,Grade 10,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,6,Strongly disagree,Agree,Strongly agree,Strongly agree,2.5493,1.5899,-1.382,-2.5249,-1.5887,12,1720,-1.4497,-0.4119,0.4505,-0.0696,-1.4012,403.1435,404.5525,423.3717
79203973,Female,1,Grade 10,1,0,0,1,1,1,0,1,0,1,1,1,1,No,6,3,Strongly agree,Agree,Strongly agree,Strongly agree,1.3578,-0.2882,-0.1613,0.5658,-1.281,4,1600,-2.9138,-2.7195,-1.4154,-2.4245,3.2775,382.9491,410.0056,389.6372
79203423,Female,1,Grade 10,1,NA,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,15,5,Agree,Strongly disagree,Strongly agree,Strongly agree,2.5493,1.5899,-1.6242,-0.889,-0.8727,14,1600,-0.4739,-0.1164,-0.6102,3.1829,-1.0524,385.6568,374.4096,362.1859
79202766,Female,1,Grade 10,1,0,1,1,1,1,1,1,0,1,1,1,1,No,1,3,Agree,Agree,Strongly agree,Strongly agree,0.3997,-1.2109,-0.1466,-0.2511,-0.838,16,1600,0.355,-0.3791,-1.3272,-2.2642,0.7542,427.7335,503.9681,432.1193
79206326,Male,0,Grade 10,0,0,1,0,1,0,0,0,0,1,0,1,0,No,2,2,Agree,Disagree,Agree,Disagree,2.5493,-0.618,-0.4838,-1.9213,-1.6908,14,1920,-1.5668,1.4475,-0.2123,-0.4723,-0.7003,417.7944,473.3805,407.4814
