CNTSTUID,gender,female,grade,computer,software,internet,desk,own.room,quiet.study,lit,poetry,art,book.sch,tech.book,dict,art.book,ST011Q05TA,ST071Q02NA,ST071Q01NA,ST123Q02NA,ST082Q01NA,ST119Q01NA,ST119Q05NA,ANXTEST,COOPERATE,BELONG,EMOSUPS,WEALTH,PARED,TMINS,ESCS,TEACHSUP,TDTEACH,IBTEACH,SCIEEFF,math,reading,science
79201786,Female,1,Grade 10,1,1,0,1,1,1,0,1,0,1,1,1,1,Yes,6,3,Strongly agree,Disagree,Strongly agree,Agree,-0.2702,-0.7876,0.5423,1.0991,-0.8745,14,1600,0.1486,-0.0116,0.2564,0.3281,-0.0527,452.159,451.0346,419.7816
79204625,Female,1,Grade 10,1,1,1,1,1,1,1,0,0,1,1,1,0,Yes,5,5,Strongly agree,Disagree,Strongly agree,Strongly agree,0.1837,0.4252,-0.1563,1.0991,-0.7275,16,1600,0.6149,0.9209,2.0781,1.0417,0.1311,499.3767,513.5995,502.3992
79206216,Female,1,Grade 10,0,0,1,0,0,0,0,0,1,1,0,1,0,No,6,4,Agree,Disagree,Strongly agree,Strongly agree,-0.3165,-0.2882,-0.3381,-1.2602,-1.8201,14,1600,-1.2698,1.4475,0.7888,0.5755,1.4868,527.8664,525.6812,544.1343
79205039,Female,1,Grade 10,1,0,1,1,1,1,1,1,0,1,0,1,0,No,6,7,Strongly agree,Agree,Strongly agree,Strongly agree,-0.8996,1.5604,-3.1297,0.1711,-1.6015,4,1600,-2.2141,0.2371,0.5229,0.6767,0.713,430.6777,466.059,446.7087
79206686,Female,1,Grade 10,0,0,0,1,1,0,1,1,1,1,0,1,1,No,20,11,Strongly disagree,Disagree,Strongly agree,Strongly agree,2.5493,-0.6455,-2.4441,-1.9194,-2.2098,16,1600,-0.206,-1.2886,-0.6102,-1.7081,0.3155,380.4969,387.7267,383.4643
79200825,Female,1,Grade 10,0,0,0,1,1,1,1,0,0,1,0,1,0,No,3,4,Agree,Strongly agree,Strongly agree,Strongly agree,2.5493,0.2835,0.3171,-1.3298,-2.1617,8,1600,-1.9578,-0.2618,1.1203,-0.359,0.7341,476.7158,509.731,494.7617
79203818,Female,1,Grade 10,1,1,1,0,1,1,1,0,0,0,0,1,0,Yes,6,7,Agree,Disagree,Agree,Agree,0.6007,-0.2882,-0.423,-0.889,-1.7925,4,1600,-2.7794,0.3072,0.0615,-0.4025,-0.6884,380.3743,445.9431,397.8185
79206280,Female,1,Grade 10,1,0,0,1,1,1,1,1,0,1,0,1,0,No,4,6,Disagree,Strongly disagree,Strongly agree,Strongly agree,2.5493,0.4252,-0.8516,-1.0138,-1.2563,12,1560,-1.1077,1.4475,-0.5997,0.5872,1.8872,432.7661,438.7598,453.7596
79201357,Female,1,Grade 10,1,1,1,1,1,1,0,0,0,1,1,1,0,Yes,0,0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,-0.5858,1.5899,1.398,0.1711,-0.2415,8,1600,-1.5635,NA,NA,NA,0.9854,477.9389,491.3929,465.2263
79205530,Female,1,Grade 10,1,1,1,1,1,1,1,0,0,0,0,1,0,Yes,0,0,Strongly agree,Disagree,Strongly agree,Strongly agree,-0.0257,0.395,0.9357,0.5658,-1.8209,12,1600,-1.248,1.4475,0.5252,0.6895,0.3234,484.2121,496.5871,498.9913
79200553,Female,1,Grade 10,1,1,1,1,1,1,0,1,0,1,1,1,0,Yes,2,2,Agree,Strongly agree,Strongly agree,Strongly agree,0.7721,-0.2882,-0.7639,-1.2602,-1.4446,16,1600,0.5411,-1.7285,-0.2928,-1.7656,1.87,423.9361,441.4428,410.5497
79201900,Female,1,Grade 10,1,1,0,1,1,1,0,1,0,1,0,1,0,Yes,8,5,Strongly agree,Disagree,Strongly agree,Agree,0.2092,1.5604,-0.3381,-0.0964,-1.4701,16,1200,0.2692,1.4475,0.0532,0.541,0.0993,461.5503,482.5107,466.1632
79205213,Female,1,Grade 10,1,1,1,1,1,1,0,0,1,1,1,1,1,Yes,1,4,Agree,Disagree,Strongly agree,Strongly agree,0.0274,-0.9705,-0.3381,-1.3298,-1.0999,4,1600,-2.5668,0.2044,-0.2213,0.1598,0.7068,435.2566,492.6903,456.9475
79205810,Female,1,Grade 10,1,1,1,1,1,0,1,1,1,NA,1,1,0,Yes,7,6,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-0.8411,-0.8556,-0.983,-1.4803,-0.772,8,2400,-0.7688,0.8213,0.1177,-0.3171,0.9561,495.0765,500.2619,512.6941
79206911,Female,1,Grade 10,0,1,1,1,1,1,1,1,1,1,1,1,0,Yes,4,4,Strongly agree,Disagree,Strongly disagree,Strongly disagree,-0.4031,0.6615,-2.032,0.4662,-0.6877,4,1600,-2.0149,-0.7115,0.7194,0.4286,0.9208,495.8052,475.5533,473.7808
79205231,Female,1,Grade 10,1,0,1,1,1,1,0,0,0,1,0,1,1,No,8,6,Strongly agree,Disagree,Strongly agree,Strongly agree,2.5493,-0.8946,2.5915,-1.6433,-0.4031,12,1600,-0.4738,0.2545,2.0781,1.2035,3.2775,411.2437,494.2647,462.3666
79206190,Female,1,Grade 10,1,0,1,1,1,1,0,1,1,1,1,1,1,No,1,4,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,-0.4198,0.8242,-1.142,-3.0789,-1.7718,14,2400,-0.9069,-0.4206,0.4505,-0.7899,-0.0872,413.8951,420.5873,383.2852
79205089,Female,1,Grade 10,1,0,1,1,0,1,1,1,1,1,0,1,1,No,3,2,Agree,Disagree,Agree,Strongly agree,0.5209,-0.9705,-0.3381,-0.889,-1.1908,12,NA,-0.8349,NA,NA,NA,-0.06,379.6735,401.3856,379.3989
79206650,Female,1,Grade 10,1,1,1,1,1,1,0,1,1,1,1,1,0,Yes,4,11,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1.7952,2.2879,-0.3381,0.2493,-1.2381,4,1600,-2.2399,0.7896,0.7979,0.2184,-0.0591,462.9432,485.1191,477.7982
79200304,Male,0,Grade 10,0,0,1,1,1,1,1,1,0,1,0,1,0,No,1,3,Strongly agree,Agree,Strongly agree,Agree,-0.5197,-0.847,0.6642,-0.6092,-1.008,14,1600,0.0436,1.4475,0.3221,0.898,-0.3811,498.8411,493.1011,500.9144
79205949,Male,0,Grade 10,1,1,0,1,1,1,0,1,1,1,1,1,0,Yes,15,14,Strongly agree,Agree,Agree,Agree,-1.3753,-0.9705,-1.5982,-0.2495,-1.6225,12,2280,-1.1467,-0.6728,-0.8671,-0.5766,0.5008,471.3526,429.6497,434.5964
79202609,Male,0,Grade 10,1,1,1,1,1,1,1,0,1,1,1,1,0,Yes,20,20,Agree,Strongly agree,Strongly agree,Strongly agree,0.0397,-0.8088,-1.8419,-0.1691,-0.6727,8,1600,-1.5028,1.4475,-0.2123,0.6787,-0.0487,523.2088,519.5308,553.0805
79204107,Male,0,Grade 10,1,0,1,1,1,1,1,0,0,1,0,1,0,No,2,1,Strongly agree,Agree,Strongly agree,Agree,-0.0746,-1.449,0.6642,0.2493,-0.6546,4,1600,-2.3661,1.4475,0.4505,2.1533,0.7352,405.1805,414.4077,431.7133
79200606,Male,0,Grade 10,1,1,1,1,1,1,1,1,1,1,0,1,1,Yes,4,4,Strongly agree,Agree,Strongly agree,Strongly agree,0.462,-0.8285,-0.7577,1.0991,0.2344,14,1600,0.7248,1.4475,-1.6517,-3.3405,3.2775,472.1064,444.9613,435.8632
79200389,Male,0,Grade 10,1,0,0,1,0,1,1,1,0,1,0,1,0,No,3,3,Strongly agree,Disagree,Strongly agree,Agree,0.0752,-0.2882,-0.5064,-0.0964,-0.5095,14,1600,-0.1494,0.2407,0.4505,0.3136,0.1291,468.4174,488.8693,481.0456
79205266,Male,0,Grade 10,0,1,0,1,1,1,1,1,0,1,0,1,0,Yes,17,13,Agree,Disagree,Strongly agree,Strongly agree,-0.2067,-1.198,-0.1266,0.025,-1.7455,8,1160,-1.9362,0.0522,0.0532,-0.1209,0.1688,380.3486,363.1905,383.5469
79201517,Male,0,Grade 10,1,0,1,0,1,1,1,1,0,1,1,1,1,No,6,7,Strongly agree,Agree,Strongly agree,Agree,0.0951,2.2879,2.5915,0.1711,-0.0335,8,1600,-1.178,0.0966,-1.0416,-0.0258,-0.0481,420.7212,396.7455,371.3765
79205301,Male,0,Grade 10,1,0,1,1,1,1,1,1,1,1,1,1,0,No,2,2,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.0496,-1.0397,-0.6371,0.2493,-0.2716,4,2400,-1.8438,-1.2362,0.2564,-0.121,0.3016,548.9594,497.4572,523.6473
79200383,Male,0,Grade 10,1,0,0,0,1,1,0,0,0,1,0,1,0,No,6,7,Strongly agree,Agree,Strongly agree,Strongly agree,2.5493,1.5899,0.6443,0.5658,-1.4107,4,1600,-2.9207,-0.6115,0.3869,-0.6767,-2.0123,409.0317,399.353,361.1393
79206822,Male,0,Grade 10,0,0,1,1,1,1,1,0,0,1,0,1,0,No,1,2,Strongly agree,Strongly agree,Strongly agree,Strongly agree,-0.1362,-0.7072,0.9357,-0.1676,-0.7142,4,1600,-2.5005,0.0488,0.3869,0.3286,0.3373,361.5186,370.1247,352.0033
79202993,Female,1,Grade 11,0,0,0,1,1,1,0,0,0,1,0,1,0,No,NA,NA,Strongly agree,Disagree,Strongly agree,Strongly agree,0.7325,1.0205,1.5043,1.0991,-2.5438,4,1600,-3.2684,NA,NA,NA,0.3155,450.5549,442.3604,441.7505
79202991,Female,1,Grade 11,0,0,0,1,1,0,0,0,0,0,0,1,0,No,0,0,Strongly agree,Disagree,Strongly agree,Strongly agree,2.5493,1.0205,-0.4421,0.4662,-2.4791,12,1600,-2.1899,NA,NA,NA,-0.0455,455.5031,495.6889,474.706
79200500,Male,0,Grade 11,0,0,0,1,0,0,0,0,0,1,0,1,0,No,0,0,Disagree,Strongly disagree,Strongly agree,Strongly agree,0.1441,-0.7876,-0.5064,-2.3381,-2.1538,4,2360,-2.8912,1.4475,2.0781,0.9452,3.2775,401.5017,393.6672,402.5117
79203553,Male,0,Grade 9,1,1,1,NA,1,0,0,1,0,0,0,1,1,Yes,5,10,Disagree,Agree,Agree,Agree,1.2918,-0.2882,-1.0795,-1.388,-0.6077,14,1560,0.0352,-0.3838,-0.6954,0.2557,-0.3911,355.4644,389.4403,386.7524
79204298,Male,0,Grade 9,1,1,1,1,1,1,1,1,0,1,1,1,1,Yes,6,0,Agree,Disagree,Agree,Agree,0.5209,-0.2882,-1.1284,-0.889,-1.3745,8,1600,-1.67,1.4475,-0.6102,3.1829,0.3155,384.8096,326.66,373.0789
79201550,Male,0,Grade 9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,5,NA,Agree,Strongly agree,Strongly agree,-0.0836,-0.9124,-1.3431,NA,NA,14,1000,0.2901,1.4475,-1.5358,1.2155,0.9274,248.1632,332.9927,343.8894
79204834,Male,0,Grade 9,1,1,1,1,1,1,0,0,0,1,1,1,1,Yes,6,4,Disagree,Strongly disagree,Agree,Agree,0.5209,-1.198,-0.5753,-1.9546,-0.9557,12,1960,-1.0987,-0.195,2.0781,0.1968,-1.0524,337.5514,367.7608,385.7426
79202419,Female,1,Grade 9,1,0,0,1,1,1,1,1,1,1,0,1,1,No,6,0,Strongly agree,Disagree,Strongly agree,Strongly agree,2.5493,0.9005,-0.8381,1.0991,-2.2605,16,1440,0.415,-0.1164,2.0781,0.9956,0.3155,344.5754,351.5178,360.1906
79200214,Female,1,Grade 9,1,1,1,1,1,1,1,0,0,1,1,1,1,Yes,1,0,Agree,Disagree,Strongly agree,Strongly agree,0.3547,-1.1914,-0.7015,-1.0115,-1.4449,12,1560,-1.1934,-0.6568,-0.5291,0.4334,0.3155,411.9701,401.686,435.7353
79201538,Male,0,Grade 10,1,1,1,1,1,1,0,0,0,1,0,1,0,Yes,10,7,Strongly agree,Disagree,Strongly disagree,Agree,-0.4305,-0.9705,-2.4078,0.3838,-0.2524,12,1600,-0.8117,0.2881,0.2483,0.8578,0.7109,397.4948,370.384,353.0195
79200509,Male,0,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,6,2,Agree,Strongly agree,Agree,Disagree,-0.6386,0.5759,-0.4838,0.025,-0.1326,14,1880,-0.454,-0.3068,-0.0141,0.1658,-0.7321,434.2182,423.1243,413.9132
79205573,Male,0,Grade 10,1,0,0,1,0,1,0,0,0,1,1,1,0,No,6,6,Agree,Strongly agree,Strongly agree,Strongly agree,-0.6953,1.3264,0.2947,-1.9181,-2.4362,4,1880,-2.7549,1.4475,0.5169,0.6877,0.3431,442.9277,448.3724,476.2838
79200287,Female,1,Grade 10,0,1,1,0,0,0,1,1,0,1,0,1,0,Yes,6,3,Strongly agree,Strongly disagree,Agree,Agree,0.6587,-0.7876,-0.1461,-1.6433,-1.1792,12,1840,-0.5852,-0.1164,-1.1319,-0.7393,0.1452,366.8129,391.5354,391.1678
79201617,Male,0,Grade 10,1,1,1,1,1,1,0,0,0,1,1,1,0,Yes,5,18,Strongly agree,Agree,Strongly agree,Agree,0.8425,-1.1938,-2.4441,1.0991,-1.2492,4,1600,-2.6876,NA,NA,NA,0.3055,346.3884,344.6444,356.4059
79200510,Male,0,Grade 10,0,0,0,1,1,1,1,1,0,1,1,1,0,No,20,15,Agree,Agree,Agree,Agree,-0.3539,-0.2882,0.0645,-1.6136,-2.0413,16,1600,0.1608,0.3252,0.2637,1.4947,0.1224,364.1249,379.9833,362.2568
79201697,Male,0,Grade 10,1,0,0,0,0,1,0,0,0,0,1,1,0,No,6,5,Agree,Disagree,Strongly agree,Agree,0.5209,0.4252,-1.4115,-0.889,-2.7001,4,1840,-2.7185,-1.0718,0.4505,-0.121,0.3155,391.8662,341.925,384.1624
79204861,Male,0,Grade 10,0,1,0,1,1,1,0,0,0,1,0,1,0,Yes,30,30,Agree,Disagree,Agree,Agree,0.0244,-0.2882,0.6642,0.025,-1.9563,12,1600,-1.8104,0.5503,-0.2928,0.8034,0.7554,343.4274,345.4827,387.237
79200556,Male,0,Grade 10,0,0,1,0,1,1,1,0,1,0,0,1,0,No,1,1,Agree,Strongly agree,Disagree,Strongly disagree,-2.505,-2.0435,-0.8843,-1.7527,-1.1406,4,625,-2.5251,-2.7195,-2.4476,-3.3405,-3.7565,411.3236,428.5466,399.7164
79204378,Male,0,Grade 10,1,1,0,1,0,1,0,NA,1,1,1,1,0,Yes,1,1,Strongly agree,Disagree,Strongly agree,Strongly agree,1.2957,-0.618,-0.6762,0.4662,-1.2748,14,1600,-0.8165,-1.5555,-0.27,-0.5643,-1.2392,395.7527,372.255,402.0617
79202198,Female,1,Grade 10,0,0,0,1,1,1,1,1,0,1,1,1,1,No,8,8,Disagree,Agree,Strongly agree,Strongly agree,0.7186,-1.5318,-0.7657,-2.2934,-2.0595,8,1800,-2.0931,NA,NA,NA,1.2229,386.4205,364.0231,364.7624
79200945,Female,1,Grade 10,1,1,0,1,1,1,0,1,1,1,0,1,1,Yes,0,0,Strongly agree,Disagree,Strongly agree,Strongly agree,0.7291,0.9675,2.5915,-0.2495,-2.5661,8,1800,-2.0669,-2.7195,2.0781,-3.3405,-0.2658,397.5532,388.7906,378.5576
79200651,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,1,0,1,1,No,0,0,Agree,Strongly disagree,Strongly agree,Strongly agree,0.5306,-1.319,-1.6242,-1.3298,-0.6621,4,600,-2.2966,-0.1164,-0.3597,0.1217,0.5008,437.3672,426.1425,424.0215
79205468,Male,0,Grade 10,0,1,0,1,1,1,1,1,0,1,0,1,0,Yes,6,4,Agree,Strongly disagree,Strongly agree,Strongly agree,1.0605,1.4116,0.0622,-0.1691,-2.2311,3,1600,-2.8731,1.4475,2.0781,0.6105,1.513,487.4691,459.3056,472.743
79202037,Female,1,Grade 10,1,1,1,1,1,1,1,1,0,1,1,1,1,Yes,6,2,Strongly agree,Disagree,Agree,Agree,-0.0345,0.4252,-0.8115,0.5658,-1.4058,16,1800,-0.4877,0.9209,-0.2836,0.9502,-0.3917,359.0296,368.6763,418.5364
79205830,Female,1,Grade 10,1,1,1,1,1,1,1,0,0,1,1,1,1,Yes,8,3,Strongly agree,Agree,Strongly agree,Agree,1.4226,1.5899,-0.9479,1.0991,-0.3845,8,1440,-1.5153,1.4475,-0.0718,1.7099,0.3155,295.9704,328.1187,340.1278
79206251,Female,1,Grade 10,1,0,0,1,1,1,1,1,0,1,1,1,1,No,2,3,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,0.2416,2.2879,-1.7993,1.0991,-2.57,12,1880,-1.4936,0.3532,1.4501,-0.0411,1.7972,433.5109,452.9204,459.6557
79201280,Female,1,Grade 10,0,0,1,0,1,0,0,1,1,1,0,1,1,No,22,11,Agree,Strongly agree,Strongly agree,Agree,1.057,-0.2385,-0.983,-0.2511,-1.3919,4,1620,-2.5753,-1.9474,0.1828,-0.1116,-0.8099,370.3575,366.935,382.1511
79200680,Female,1,Grade 10,1,1,1,1,1,0,0,1,0,1,0,1,0,Yes,30,20,Agree,Agree,Agree,Agree,-0.1679,0.4252,0.0101,-0.1691,-1.2435,12,1720,-1.2329,-0.5186,-0.3541,0.2328,-1.1088,374.2212,418.2527,403.9008
79202989,Female,1,Grade 10,0,1,0,0,1,1,0,1,1,1,1,1,1,Yes,5,30,Agree,Strongly agree,Strongly agree,Strongly agree,2.5493,-0.6982,-0.1982,-1.5733,-2.4416,8,NA,-2.0092,0.4366,0.7888,0.3001,-0.2652,386.9397,377.5237,388.1673
79206744,Male,0,Grade 10,1,1,1,1,1,1,0,0,0,1,1,1,1,Yes,15,6,Agree,Disagree,Strongly disagree,Strongly agree,0.2594,-1.4719,-0.7346,-0.889,-1.0009,12,700,-0.3639,-0.1164,-0.2213,0.8414,-0.0361,297.7605,230.2217,324.0442
79200433,Male,0,Grade 10,1,0,1,1,1,1,0,0,0,1,1,1,0,No,6,2,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1.5125,1.4116,0.236,0.1711,-0.868,8,1320,-1.7625,NA,NA,NA,0.3155,403.3168,409.2325,417.4152
79200363,Female,1,Grade 10,0,1,1,1,0,0,0,1,1,1,1,1,0,Yes,4,3,Strongly agree,Agree,Strongly agree,Strongly agree,1.057,2.2879,2.5915,0.5658,-2.038,12,1800,-1.5914,0.2079,2.0781,1.5485,1.4486,395.6907,428.7522,451.2646
79202053,Male,0,Grade 10,1,1,1,1,1,0,0,0,0,1,1,1,1,Yes,6,5,Strongly agree,Disagree,Strongly agree,Agree,0.7153,-0.2882,-1.2196,1.0991,-0.8957,4,1760,-2.3155,0.2844,0.2564,1.3623,-0.1995,383.3246,368.9633,368.4882
79207008,Female,1,Grade 8,0,0,0,0,0,0,0,0,0,1,0,1,1,No,0,1,Agree,Agree,Strongly agree,Strongly agree,2.5493,1.164,-0.1661,-0.889,-4.7851,4,1200,-3.7662,0.2044,-0.6102,-0.3853,0.3155,400.1714,362.3553,329.202
79206781,Female,1,Grade 8,0,0,0,0,0,0,0,0,0,1,0,1,1,No,2,3,Agree,Strongly agree,Agree,Agree,0.7186,-1.5859,-0.6016,-0.0436,-4.7851,4,1200,-3.8687,0.466,0.314,-0.1157,-0.7196,384.2207,394.2824,371.0933
79200723,Female,1,Grade 9,0,1,0,1,0,1,1,1,1,1,1,1,1,Yes,10,10,Strongly agree,Strongly agree,Strongly agree,Strongly agree,0.7186,-0.2882,0.1985,0.4662,-1.8071,16,1800,-0.5048,0.5088,-0.6102,1.0007,1.8517,388.9053,451.4752,385.0565
79203607,Male,0,Grade 9,1,1,1,1,1,0,1,0,0,1,1,1,1,Yes,10,5,Strongly agree,Agree,Strongly agree,Strongly agree,-0.0807,0.2835,0.2947,1.0991,-1.2393,4,1600,-2.4095,0.466,-1.7885,0.2811,3.2775,410.2465,417.0634,441.8966
79202315,Male,0,Grade 9,1,0,0,1,1,1,0,1,0,1,1,1,0,No,5,3,Strongly agree,Disagree,Strongly agree,Strongly agree,0.1312,0.395,-0.3381,1.0991,-1.4521,14,1600,-0.7784,0.7896,-1.4154,2.4576,1.192,449.1509,426.9771,415.5995
79202515,Female,1,Grade 10,1,1,1,1,1,1,1,1,1,1,0,1,0,Yes,6,4,Strongly agree,Strongly agree,Strongly agree,Agree,1.8135,1.0425,1.5043,0.5658,-1.8817,12,1600,-0.8631,1.4475,1.1203,-0.427,-0.2013,400.0348,423.0257,401.8827
79204296,Female,1,Grade 10,1,1,1,1,0,1,1,0,1,1,0,1,0,Yes,5,3,Strongly agree,Disagree,Strongly agree,Agree,1.8135,2.2879,-0.9047,0.2493,-1.5212,8,1600,-1.2139,-0.6531,-0.2836,1.1478,-1.7737,480.4051,501.2318,516.5284
79204622,Female,1,Grade 10,0,0,0,1,0,1,1,0,0,1,0,1,0,No,10,11,Strongly agree,Disagree,Strongly agree,Strongly agree,1.4437,1.5899,0.5901,0.1018,-1.6727,8,1600,-1.8642,0.466,0.314,0.3317,1.2223,455.0927,473.9865,458.4545
79204108,Female,1,Grade 10,1,1,0,1,1,1,0,1,1,1,0,1,0,Yes,0,3,Strongly agree,Agree,Strongly agree,Strongly agree,0.9277,1.0425,-0.9454,1.0991,-1.4567,4,1600,-2.4197,-1.3072,-0.4573,-0.6667,0.5151,506.6919,519.1375,560.4732
79202379,Female,1,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,6,7,Strongly agree,Strongly agree,Strongly agree,Strongly agree,0.6758,-0.777,-0.082,1.0991,-0.1073,12,1240,-0.1532,0.0322,-1.0416,0.6573,-0.7452,414.3952,465.9313,437.6637
79205621,Female,1,Grade 10,1,0,1,1,1,1,1,1,1,1,1,1,1,No,7,3,Strongly agree,Agree,Strongly agree,Strongly agree,-0.0746,0.7461,0.0901,-0.7498,-0.5204,14,1600,0.0119,-0.2776,0.1354,0.18,1.1693,454.6895,491.3102,485.6724
79202001,Female,1,Grade 10,1,0,1,1,1,1,1,1,0,1,0,1,1,No,12,8,Agree,Agree,Strongly agree,Agree,1.4098,1.5899,0.2015,-0.889,-1.2898,14,2120,-0.9166,1.4475,0.8729,1.0601,-0.4824,354.9695,395.4477,368.9029
79206202,Female,1,Grade 10,1,0,1,1,0,0,1,1,0,1,0,1,0,No,3,2,Strongly agree,Agree,Strongly agree,Strongly agree,0.358,2.2879,-1.2058,1.0991,-0.659,12,1600,-1.1457,1.4475,2.0781,1.4294,0.3556,442.1673,463.2502,440.5078
79203057,Female,1,Grade 10,0,0,0,1,1,1,1,1,1,1,0,1,1,No,3,4,Strongly agree,Agree,Agree,Agree,0.1441,-1.2786,-0.3381,-1.2588,-1.7112,4,1600,-2.2117,1.4475,1.1091,2.1533,0.3155,456.5712,529.24,523.1249
79200443,Female,1,Grade 10,1,1,1,1,0,0,0,0,0,1,0,1,0,Yes,6,5,Agree,Disagree,Strongly agree,Agree,0.0244,-1.1533,-1.3014,-1.3239,-2.0772,4,1400,-2.6244,0.5683,-0.4357,-0.5156,1.1812,409.0447,448.369,422.5146
79203041,Female,1,Grade 10,1,0,1,1,1,1,1,1,1,1,0,1,0,No,6,7,Agree,Disagree,Agree,Agree,0.206,-0.9705,-0.5753,-0.889,-1.2229,8,1600,-1.2601,-0.1164,0.4505,-1.0496,-0.3811,408.85,412.3916,448.4856
79204509,Female,1,Grade 10,NA,0,1,1,1,1,0,0,0,1,0,1,1,No,6,2,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1.2918,-0.8088,0.6642,1.0991,-1.3891,12,1640,-0.9591,0.0832,0.1364,0.0103,-0.2995,440.4893,479.3867,437.2489
79200248,Female,1,Grade 10,1,0,1,1,1,1,1,1,0,1,0,1,0,No,7,7,Strongly agree,Agree,Strongly agree,Strongly agree,-0.3258,-0.5188,0.9357,1.0991,-1.0382,4,1600,-2.6176,1.4475,1.7367,3.1829,3.1747,404.4014,485.4382,442.9675
79205193,Female,1,Grade 10,1,0,0,1,1,1,1,0,0,1,0,1,0,No,6,7,Disagree,Disagree,Strongly agree,Strongly agree,1.8135,-1.2486,-1.7183,-1.6104,-1.9787,8,1600,-1.7168,-0.3068,-1.4283,-1.0278,0.3155,396.9273,433.8368,420.8697
79206031,Female,1,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,25,21,Agree,Strongly agree,Strongly agree,Strongly agree,1.7952,2.2879,-0.8024,-0.889,0.1101,8,1600,-1.1008,1.4475,-2.4476,3.1829,3.2775,395.0836,434.0987,419.8925
79205181,Female,1,Grade 10,1,0,1,1,0,1,1,1,0,1,0,1,0,No,6,9,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,0.1661,-0.9705,0.9357,-0.2495,-1.2608,16,2400,0.421,1.4475,0.4587,-0.3562,0.3155,473.3567,507.3755,478.6994
79202254,Female,1,Grade 10,0,1,0,1,1,1,1,1,0,1,1,1,0,Yes,10,8,Strongly agree,Disagree,Strongly agree,Strongly agree,1.2108,0.5759,-0.9933,0.0264,-1.7246,4,1200,-2.6234,1.4475,2.0781,1.4292,1.8178,427.0988,458.9561,462.1878
79201056,Male,0,Grade 10,1,NA,1,1,1,1,1,0,0,1,1,1,1,NA,6,5,Strongly agree,Agree,Strongly agree,Strongly agree,0.3265,-0.2882,-1.4311,1.0991,-1.2616,4,1600,-1.339,1.4475,2.0781,1.4453,1.8593,465.9822,443.9966,475.6216
79204963,Male,0,Grade 10,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,3,3,Strongly agree,Strongly disagree,Strongly agree,Agree,0.7993,-0.2882,-0.3381,1.0991,-1.1957,16,1600,-0.0425,-0.376,0.4587,0.0656,-1.0524,493.6229,484.1814,457.9165
79203830,Female,1,Grade 10,1,1,1,1,1,1,0,0,0,1,1,1,0,Yes,6,7,Strongly agree,Disagree,Strongly agree,Strongly agree,-0.0345,-1.2109,0.6642,0.3838,-0.8088,4,1600,-2.128,0.7896,-0.2836,1.7123,0.1159,433.4069,449.2443,430.5737
79205407,Male,0,Grade 10,1,0,0,1,1,1,0,1,0,0,0,1,0,No,3,5,Agree,Strongly disagree,Strongly agree,Strongly agree,-0.1909,-0.3244,0.045,-0.889,-2.0951,4,1800,-2.3387,-0.1164,2.0781,0.6573,-0.3947,426.1885,433.2956,415.8891
79206140,Male,0,Grade 10,0,0,1,1,1,1,0,1,1,1,1,1,0,No,6,10,Agree,Strongly agree,Strongly agree,Strongly agree,0.1486,0.9675,0.6642,0.1004,-2.2288,12,1600,-0.5154,0.5503,0.5735,0.8547,0.5172,448.5606,476.99,460.1102
79204611,Male,0,Grade 10,1,0,1,1,1,1,1,1,1,1,0,1,1,No,5,5,Agree,Disagree,Strongly agree,Strongly agree,-0.1909,-0.9705,-1.5718,-1.3298,-1.1649,8,1800,-1.2918,1.4475,2.0781,0.9527,-0.3947,491.8959,448.088,484.2006
79200480,Male,0,Grade 10,0,0,0,0,0,0,1,1,0,0,0,1,0,No,7,7,Agree,Disagree,Strongly agree,Strongly agree,0.0752,-0.2882,-1.1015,-1.2602,-3.767,4,1640,-2.3279,-0.5665,-0.6102,0.6016,0.3155,401.1345,388.4482,403.7767
79202222,Male,0,Grade 10,1,1,0,1,1,1,1,1,0,1,1,1,0,Yes,NA,NA,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,-0.1868,2.2879,-3.1297,1.0991,-2.1093,8,2400,-1.265,1.4475,2.0781,1.3149,3.2775,475.174,480.2663,507.1714
79204950,Male,0,Grade 10,1,1,1,1,1,1,1,0,0,1,1,1,1,Yes,12,8,Strongly agree,Agree,Strongly agree,Strongly agree,-0.5306,0.5759,-1.8419,1.0991,-0.6727,12,1225,-0.4178,0.7131,1.4501,3.1298,-0.0505,422.8235,417.3466,431.3299
