gender,grade,computer,internet,desk,own.room,quiet.study,book.sch,tech.book,art.book,reading
Male,Grade 10,1,1,1,0,1,1,1,1,415.2569
Male,Grade 10,1,1,1,1,1,NA,1,1,429.6681
Male,Grade 10,0,1,1,1,1,0,0,0,480.5033
Male,Grade 10,1,0,1,0,1,1,1,1,442.0276
Male,Grade 10,1,0,1,1,1,1,1,1,462.2827
Male,Grade 11,1,1,1,1,1,0,1,0,455.2204
Female,Grade 9,1,1,1,1,1,1,1,1,410.1426
Male,Grade 9,0,0,0,0,1,0,1,0,391.1596
Male,Grade 9,0,0,0,0,0,0,0,0,361.3227
Female,Grade 10,0,0,0,0,0,0,0,0,461.7481
Female,Grade 10,0,0,0,0,1,0,0,0,446.7843
Female,Grade 10,0,0,0,0,0,0,0,0,320.5958
Male,Grade 10,0,0,0,0,1,1,0,0,363.6227
Male,Grade 10,0,1,0,0,1,1,0,0,377.4749
Male,Grade 10,0,0,0,0,1,1,0,1,362.0838
Male,Grade 10,0,0,0,0,0,1,1,0,421.5273
Male,Grade 10,1,1,1,1,1,0,0,1,379.8788
Female,Grade 10,1,1,1,1,1,1,0,0,365.313
Male,Grade 10,1,1,1,1,NA,1,1,0,431.8505
Male,Grade 10,1,1,1,0,1,1,0,1,477.8908
Male,Grade 10,NA,NA,1,NA,NA,NA,NA,NA,355.8749
Male,Grade 10,1,1,0,1,1,0,1,0,453.4716
Male,Grade 10,1,1,1,0,1,1,1,1,403.0436
Male,Grade 10,1,1,1,1,0,0,0,0,368.1864
Male,Grade 10,0,0,1,1,1,1,0,0,441.4307
Male,Grade 10,0,1,1,0,0,0,0,0,316.7979
Male,Grade 10,1,0,1,0,1,0,0,0,401.4565
Male,Grade 10,0,1,1,1,0,0,0,1,259.151
Male,Grade 10,1,0,1,0,1,1,1,1,310.6342
Male,Grade 10,0,0,0,0,0,1,1,1,303.7078
Male,Grade 10,0,0,0,1,0,0,0,0,379.1852
Male,Grade 10,1,1,1,0,1,1,0,0,311.8613
Female,Grade 8,1,0,1,0,1,1,1,0,355.8268
Female,Grade 8,0,1,0,0,0,1,0,0,484.2946
Female,Grade 9,0,0,1,0,1,1,1,0,398.7628
Female,Grade 9,1,0,0,0,1,0,0,0,282.4135
Female,Grade 9,0,1,1,1,1,1,1,1,277.9759
Male,Grade 9,1,NA,1,NA,1,1,NA,1,336.0743
Male,Grade 9,0,0,0,0,1,1,0,0,282.7999
Male,Grade 9,0,0,1,1,1,1,0,NA,250.5567
Male,Grade 9,0,0,0,0,1,1,0,1,249.3495
Female,Grade 10,1,1,1,1,0,1,0,0,343.631
Female,Grade 10,0,1,1,1,0,0,0,0,400.4143
Female,Grade 10,0,1,0,0,0,1,0,0,428.1333
Female,Grade 10,0,0,1,1,1,0,0,0,314.3574
Female,Grade 10,1,1,1,1,1,1,0,0,514.0347
Female,Grade 10,0,0,1,1,1,0,0,0,365.2631
Female,Grade 10,1,1,1,1,1,1,0,0,420.3098
Female,Grade 10,1,1,1,1,1,1,1,1,441.8051
Female,Grade 10,1,0,1,0,1,1,1,0,315.7282
Female,Grade 10,0,0,1,1,1,0,0,0,397.917
Female,Grade 10,0,0,1,0,1,1,0,0,418.5521
Female,Grade 10,0,0,1,1,1,1,0,0,373.3789
Female,Grade 10,1,1,0,0,0,1,1,1,360.4773
Male,Grade 10,0,NA,1,1,1,NA,NA,NA,294.2405
Male,Grade 10,0,0,1,0,1,1,0,0,395.4301
Male,Grade 10,0,0,1,1,1,1,0,0,352.0794
Male,Grade 10,0,0,0,1,1,1,0,0,375.3078
Male,Grade 10,0,0,1,1,NA,0,1,1,352.4305
Male,Grade 10,0,1,0,0,0,1,1,0,362.9176
Male,Grade 10,1,1,0,0,1,1,0,1,387.6388
Male,Grade 10,NA,1,1,1,1,1,1,NA,331.9
Male,Grade 10,1,1,0,0,0,1,1,0,440.4395
Male,Grade 10,0,0,1,1,1,1,1,NA,369.8857
Male,Grade 10,1,0,0,0,0,0,NA,0,332.022
Male,Grade 10,0,0,1,0,1,1,0,1,316.3575
Male,Grade 10,0,0,1,0,1,1,1,0,341.4996
Female,Grade 11,0,0,0,0,1,0,0,0,362.1361
Male,Grade 11,1,0,0,0,1,1,0,0,376.8026
Female,Grade 9,0,1,0,1,1,1,0,0,309.3087
Female,Grade 9,1,1,1,0,1,1,1,1,353.8586
Female,Grade 9,1,1,0,1,1,1,0,1,330.6594
Female,Grade 9,0,0,0,1,1,1,0,NA,289.0563
Female,Grade 10,1,1,1,1,1,0,0,0,404.3045
Female,Grade 10,0,0,1,1,1,1,0,0,394.6553
Female,Grade 10,0,0,1,0,1,1,0,0,365.6311
Female,Grade 10,1,1,1,1,1,0,0,0,378.908
Female,Grade 10,1,1,1,1,1,1,1,1,358.858
Female,Grade 10,1,1,1,1,1,1,1,1,334.3238
Female,Grade 10,1,1,1,0,1,1,0,0,384.6042
Female,Grade 10,1,1,1,0,1,1,0,1,386.17
Female,Grade 10,1,1,1,0,1,1,1,1,412.7211
Female,Grade 10,1,1,1,1,1,1,0,0,401.4122
Female,Grade 10,0,1,1,0,1,1,0,0,406.3859
Female,Grade 10,1,1,1,1,1,1,1,0,384.8314
Female,Grade 10,1,1,1,1,1,1,1,0,351.0373
Female,Grade 10,1,1,1,1,1,1,0,1,275.0016
Female,Grade 10,1,1,1,1,1,1,1,1,323.556
Female,Grade 10,1,1,1,1,1,1,0,1,257.4299
Female,Grade 10,1,1,1,1,1,1,0,0,315.523
Female,Grade 10,1,1,1,1,1,1,1,1,371.7962
Female,Grade 10,0,0,1,0,1,1,1,1,342.686
Female,Grade 10,1,1,1,1,1,1,0,1,318.7208
Female,Grade 10,1,1,1,1,1,1,0,0,312.6317
Female,Grade 10,1,1,1,1,1,1,1,1,380.4489
Female,Grade 10,1,0,1,1,1,1,1,0,382.6297
Female,Grade 10,1,1,1,1,1,1,1,0,375.9346
Female,Grade 10,0,0,1,1,1,1,0,0,353.6615
Female,Grade 10,1,1,1,1,1,1,1,1,420.8688
Female,Grade 10,1,1,1,1,1,1,0,1,358.2116
Female,Grade 10,0,0,1,1,1,1,0,1,240.1868
Female,Grade 11,1,1,1,1,1,1,1,1,260.1917
Female,Grade 10,1,1,1,1,0,1,1,0,362.0843
Female,Grade 10,0,0,1,1,1,1,0,0,358.1632
Female,Grade 10,1,1,1,1,1,1,1,1,296.8942
Female,Grade 7,0,0,1,0,1,1,1,0,374.6985
Female,Grade 7,0,0,1,0,0,0,0,0,270.0606
Male,Grade 7,0,0,1,0,0,1,0,0,312.1201
Male,Grade 7,1,1,1,1,1,0,0,0,286.3369
Female,Grade 8,0,0,0,0,1,0,0,0,366.2974
Female,Grade 8,0,0,1,0,0,1,0,1,348.9214
Female,Grade 8,0,0,0,0,1,0,0,0,340.9304
Female,Grade 8,1,1,0,0,1,0,0,0,373.1907
Female,Grade 8,0,0,0,0,0,0,0,0,357.2611
Female,Grade 8,0,0,0,0,0,1,0,0,255.5231
Male,Grade 8,0,0,0,1,1,1,0,0,260.575
Male,Grade 8,0,0,0,0,0,0,0,0,337.9399
Male,Grade 8,0,0,1,1,1,1,0,1,339.7611
Male,Grade 8,0,0,1,1,1,0,0,0,263.4365
Male,Grade 8,0,0,NA,0,1,1,0,NA,263.2986
Male,Grade 8,0,0,1,0,1,0,0,0,326.2161
Male,Grade 8,0,0,0,0,0,0,0,0,303.6449
Female,Grade 9,1,1,1,1,0,1,1,1,504.6591
Female,Grade 9,1,1,1,1,1,1,1,1,553.0454
Female,Grade 9,1,1,1,1,1,1,1,1,548.5945
Female,Grade 9,1,1,1,1,1,1,1,1,603.8887
Female,Grade 9,0,1,0,1,1,1,0,1,518.2285
Female,Grade 9,1,1,1,1,1,1,0,1,583.7843
Female,Grade 9,1,1,1,1,1,1,1,1,582.3813
Female,Grade 9,1,1,1,1,1,1,1,1,546.1972
Female,Grade 9,1,1,1,1,1,1,0,1,514.1067
Female,Grade 9,1,1,1,1,1,1,0,1,537.5513
Female,Grade 9,1,1,1,1,1,1,1,1,463.3273
Female,Grade 9,1,1,1,1,1,1,1,1,576.2294
Female,Grade 9,1,1,1,1,1,1,1,1,480.742
Female,Grade 9,1,1,1,1,1,1,1,1,500.6525
Female,Grade 9,1,1,1,1,1,1,0,1,565.574
Female,Grade 9,0,0,0,0,1,1,0,1,497.5207
Female,Grade 9,1,1,1,1,1,1,0,0,435.2577
Female,Grade 9,1,1,1,1,1,1,1,1,525.3538
Female,Grade 9,1,1,1,1,1,1,0,1,518.8677
Male,Grade 9,1,1,1,1,1,1,1,1,493.3538
Male,Grade 9,1,1,1,1,1,1,1,1,510.6634
Male,Grade 9,1,1,1,1,1,1,1,0,539.7213
Male,Grade 9,1,1,1,1,0,1,1,1,634.0461
Male,Grade 9,1,1,1,1,1,1,1,1,415.756
Male,Grade 9,1,1,1,1,1,1,1,1,469.4988
Male,Grade 9,1,1,1,1,1,1,1,1,576.1617
Male,Grade 9,1,1,1,1,1,1,1,1,388.6641
Male,Grade 9,1,1,1,1,1,1,1,1,544.7475
Male,Grade 9,1,1,1,1,1,0,0,1,579.6426
Male,Grade 9,1,1,1,1,1,1,1,1,453.0866
Male,Grade 9,1,1,1,1,1,1,1,0,569.6086
Male,Grade 9,1,1,1,1,1,1,1,1,514.7596
Male,Grade 9,1,1,1,1,1,1,1,1,504.1204
Male,Grade 9,1,1,1,1,1,1,1,1,557.4296
Male,Grade 9,1,1,1,1,1,1,1,1,522.1769
Male,Grade 9,1,1,1,1,0,1,0,1,493.5263
Male,Grade 9,1,1,1,1,1,1,1,1,467.1245
Male,Grade 9,1,1,1,1,1,1,1,1,557.9896
Male,Grade 9,1,1,1,1,1,1,1,1,520.8576
Male,Grade 9,1,1,1,1,1,1,1,1,488.9936
Female,Grade 9,1,0,1,1,1,1,0,1,429.0613
Male,Grade 9,1,1,1,1,1,1,1,0,365.7428
Male,Grade 9,0,0,1,0,1,1,1,0,426.9894
Male,Grade 9,1,1,1,1,1,1,1,1,441.3714
Male,Grade 9,1,1,1,1,1,1,1,1,361.5176
Male,Grade 9,1,1,1,1,1,1,1,1,401.5915
Male,Grade 9,0,1,1,0,1,1,0,1,354.3713
Male,Grade 9,1,1,0,1,0,1,1,1,338.3311
Male,Grade 9,0,0,1,0,1,0,0,0,287.5116
Male,Grade 9,1,1,1,0,0,1,0,0,384.2024
Male,Grade 9,1,1,1,1,1,1,1,1,362.124
Female,Grade 10,1,0,1,1,1,1,0,0,471.8739
Female,Grade 10,1,1,0,0,0,1,0,0,463.2515
Female,Grade 10,0,1,1,1,1,1,0,1,402.3751
Female,Grade 10,1,1,1,0,1,1,0,1,393.7871
Female,Grade 10,1,1,1,1,0,0,0,0,422.5539
Female,Grade 10,1,1,1,1,1,1,0,1,483.0806
Female,Grade 10,0,1,1,1,1,1,0,1,474.7819
Female,Grade 10,0,1,1,1,1,1,0,0,511.5906
Female,Grade 10,0,0,1,1,1,1,0,0,448.351
Female,Grade 10,1,1,1,1,1,1,1,1,470.9477
Female,Grade 10,1,1,1,1,1,1,1,1,410.7514
Female,Grade 10,1,1,1,1,1,1,0,0,460.5565
Female,Grade 10,1,0,0,1,1,1,0,0,398.2945
Female,Grade 10,0,0,1,0,1,1,0,1,457.8524
Female,Grade 10,0,0,1,1,0,1,1,0,342.7631
Female,Grade 10,1,1,1,1,1,1,1,0,312.6246
Female,Grade 10,1,NA,1,1,1,0,0,0,413.8413
Female,Grade 10,1,1,1,1,0,0,0,0,473.379
Female,Grade 10,1,0,1,1,1,1,0,0,370.3966
Male,Grade 10,0,0,0,1,0,0,0,0,420.7422
Male,Grade 10,1,1,1,1,1,1,0,1,451.224
Male,Grade 10,1,1,1,1,1,1,1,0,534.3752
Female,Grade 8,NA,NA,NA,NA,1,NA,NA,NA,261.6405
Female,Grade 7,0,0,1,1,0,1,0,0,245.7155
Female,Grade 7,0,0,1,0,0,0,0,0,408.6458
Male,Grade 7,0,0,0,1,1,1,0,0,375.4959
Female,Grade 8,0,0,1,1,1,1,1,1,406.369
Female,Grade 8,0,0,1,1,1,1,0,0,351.6845
Female,Grade 8,0,0,1,0,1,1,0,1,354.8339
Female,Grade 8,0,0,0,0,0,0,0,0,300.7809
Female,Grade 8,0,0,0,0,0,0,0,0,273.8968
Male,Grade 8,0,0,0,0,1,1,0,0,399.0433
Male,Grade 8,0,0,1,0,1,1,0,1,364.0158
Male,Grade 8,1,1,1,NA,NA,NA,NA,NA,235.3444
Male,Grade 8,1,0,1,1,1,1,0,0,293.5226
Male,Grade 8,0,0,0,0,1,0,0,1,308.0114
Male,Grade 8,0,0,0,0,0,0,0,0,335.4112
Male,Grade 8,0,0,0,0,0,1,0,0,447.6845
Male,Grade 8,0,0,1,1,1,1,0,1,440.9035
Female,Grade 9,0,0,1,1,0,0,0,0,385.6681
Female,Grade 9,0,0,0,0,0,1,NA,1,284.5673
Male,Grade 9,1,1,1,1,1,1,1,1,344.0784
Male,Grade 9,0,0,1,0,1,1,0,0,284.0946
Male,Grade 9,0,0,0,0,0,0,0,1,321.1516
Male,Grade 9,1,1,1,1,1,1,1,0,346.8373
Female,Grade 10,NA,NA,NA,NA,NA,NA,NA,1,424.63
Female,Grade 10,0,0,1,1,0,1,0,1,364.6839
Female,Grade 10,0,0,1,1,1,1,0,1,371.9101
Female,Grade 10,0,0,0,0,1,0,0,0,418.5253
Female,Grade 10,0,0,0,1,1,1,0,0,399.2294
Female,Grade 10,0,0,1,0,0,1,0,0,401.538
Female,Grade 10,1,0,1,0,0,1,0,0,366.2354
Female,Grade 10,1,1,1,1,1,1,NA,NA,326.0484
Female,Grade 10,1,1,1,1,1,1,0,0,364.5303
Female,Grade 10,0,1,0,0,0,1,0,0,409.9337
Female,Grade 10,0,1,1,1,1,1,1,0,420.4904
Female,Grade 10,0,0,1,0,1,1,0,0,281.9232
Male,Grade 10,1,1,1,1,1,1,1,0,375.9377
Male,Grade 10,0,0,1,1,1,1,1,0,397.4823
Male,Grade 10,NA,NA,NA,NA,NA,NA,NA,NA,342.0852
Male,Grade 10,0,0,0,0,0,1,1,0,415.9966
Male,Grade 10,1,1,1,1,1,1,1,1,433.0426
Male,Grade 10,1,1,1,1,1,1,1,1,404.7369
Male,Grade 10,1,0,1,0,1,1,0,0,418.2774
Male,Grade 10,1,1,1,0,0,0,0,0,361.5933
Male,Grade 10,0,0,0,0,0,1,0,0,314.7518
Male,Grade 10,1,1,1,1,1,1,1,1,348.3901
Male,Grade 10,1,0,1,1,1,NA,NA,1,274.2177
Male,Grade 10,0,0,1,0,1,0,0,0,354.659
Male,Grade 10,0,0,1,0,1,1,1,0,323.1347
Female,Grade 11,0,0,1,1,1,1,1,1,365.2594
Male,Grade 11,0,0,0,0,0,0,0,0,386.0368
Female,Grade 9,1,1,1,1,1,1,1,0,430.102
Female,Grade 9,1,1,1,1,1,1,0,0,414.0075
Female,Grade 9,0,0,0,0,1,0,0,0,371.9981
Female,Grade 9,0,0,1,1,1,1,0,1,407.0755
Male,Grade 9,0,0,1,1,1,1,0,0,340.7751
Male,Grade 9,1,1,1,1,0,0,1,0,394.1681
Male,Grade 9,1,0,1,1,1,1,1,0,376.8922
Male,Grade 9,0,0,1,0,0,1,0,0,380.777
Male,Grade 9,1,1,0,0,1,1,0,1,375.0735
Male,Grade 9,0,0,0,0,0,1,1,0,358.4204
Male,Grade 9,0,0,1,1,1,1,0,1,373.567
Male,Grade 9,1,1,1,1,1,1,1,0,371.3368
Female,Grade 10,1,0,1,1,0,1,0,0,392.709
Female,Grade 10,0,0,1,1,1,1,0,0,362.86
Female,Grade 10,0,0,0,0,1,1,0,0,419.9442
Female,Grade 10,0,1,1,1,1,1,1,0,445.0467
Female,Grade 10,0,0,1,1,1,1,0,0,440.8194
Female,Grade 10,1,1,1,0,1,1,1,0,516.011
Female,Grade 10,0,0,1,1,1,1,1,0,463.0981
Female,Grade 10,0,0,1,1,1,1,0,1,456.1717
Female,Grade 10,0,1,1,1,1,0,0,0,438.8634
Female,Grade 10,1,1,1,1,1,1,0,0,474.9414
Female,Grade 10,0,0,1,1,1,1,0,0,502.1429
Female,Grade 10,1,1,1,1,1,1,0,0,432.4724
Female,Grade 10,0,0,1,1,0,1,0,1,417.4689
Male,Grade 10,1,1,1,1,1,1,1,0,376.7849
Male,Grade 10,1,0,0,0,1,0,0,0,407.9213
Male,Grade 10,0,1,1,1,1,0,1,1,477.3124
Male,Grade 10,0,0,1,1,1,1,1,1,393.7301
Male,Grade 10,1,1,1,1,1,1,0,0,511.8501
Male,Grade 10,1,1,1,1,1,1,0,0,409.3994
Male,Grade 10,1,1,1,1,1,1,1,0,429.8109
Male,Grade 10,0,0,1,1,1,1,0,0,487.4649
Male,Grade 10,1,1,1,1,1,1,0,0,489.7113
Female,Grade 8,0,0,0,0,1,0,0,0,362.4245
Female,Grade 8,0,0,1,0,1,0,0,0,296.899
Male,Grade 8,0,0,0,0,0,1,0,1,278.1883
Male,Grade 8,0,0,0,0,0,0,0,0,268.2292
Male,Grade 8,0,0,0,0,0,0,0,0,318.1127
Male,Grade 8,0,0,0,0,1,0,0,0,233.8717
Male,Grade 8,0,0,0,0,1,0,0,0,296.5515
Female,Grade 9,0,0,0,0,0,1,1,1,427.907
Female,Grade 9,1,1,1,1,1,1,1,1,428.9822
Male,Grade 9,1,1,1,1,1,1,0,1,477.2492
Female,Grade 10,1,1,1,1,1,1,0,1,452.7728
Female,Grade 10,0,0,1,0,0,1,0,0,514.8567
Female,Grade 10,1,1,1,1,1,1,0,0,529.389
Female,Grade 10,0,0,1,0,0,1,0,0,468.1337
Female,Grade 10,1,1,1,1,1,1,1,1,473.2805
Female,Grade 10,1,1,1,0,1,1,0,0,558.7211
Female,Grade 10,1,1,1,1,1,1,0,0,539.3945
Female,Grade 10,1,1,1,1,1,1,0,1,467.2652
Female,Grade 10,1,1,1,1,1,1,NA,NA,349.3074
Female,Grade 10,1,1,1,1,1,1,NA,NA,503.8325
Female,Grade 10,1,1,1,1,1,1,1,1,421.3455
Female,Grade 10,1,1,1,1,1,1,1,1,530.7161
Female,Grade 10,1,1,1,1,1,1,NA,1,512.4127
Female,Grade 10,1,1,1,1,1,1,1,1,487.9849
Female,Grade 10,1,1,1,1,1,1,0,1,543.8683
Female,Grade 10,1,1,1,1,1,1,0,0,431.5501
Female,Grade 10,1,1,1,1,1,1,1,1,459.7417
Female,Grade 10,1,1,1,1,1,1,0,0,481.8642
Female,Grade 10,0,0,1,0,0,1,0,0,416.5138
Male,Grade 10,1,1,1,1,1,1,1,1,481.8147
Male,Grade 10,1,1,1,1,1,1,1,0,434.0345
Male,Grade 10,1,1,1,1,1,1,0,1,494.6473
Male,Grade 10,0,1,1,1,1,1,1,1,504.0274
Male,Grade 10,1,1,1,1,1,1,1,1,507.7331
Male,Grade 10,1,1,1,1,1,1,1,1,543.9216
Male,Grade 10,1,1,1,0,0,1,0,0,507.604
Male,Grade 10,0,0,1,0,1,1,1,0,566.6521
Male,Grade 10,1,1,1,1,1,1,1,1,485.9626
Male,Grade 10,0,0,1,1,1,1,0,1,480.7116
Male,Grade 10,1,1,1,1,1,1,1,0,471.606
Male,Grade 10,1,1,1,1,1,1,0,1,479.4996
Male,Grade 10,1,1,1,1,1,1,0,0,527.4783
Male,Grade 10,0,1,1,1,1,1,1,1,472.4685
Male,Grade 10,0,1,1,1,1,1,0,0,475.3254
Male,Grade 10,1,1,1,1,1,1,1,1,416.1904
Male,Grade 10,1,1,1,1,1,1,0,1,472.2135
Female,Grade 9,1,1,1,1,1,1,1,1,351.3705
Male,Grade 9,1,0,1,1,1,1,0,0,569.752
Male,Grade 9,1,0,1,1,1,1,1,1,451.0159
Female,Grade 10,1,1,1,1,1,1,1,0,539.3795
Female,Grade 10,1,1,1,1,1,1,1,1,517.4361
Female,Grade 10,1,1,1,1,1,1,1,1,489.0805
Female,Grade 10,1,1,1,1,1,1,0,1,529.1024
Female,Grade 10,1,1,1,1,1,1,0,0,440.5184
Female,Grade 10,1,1,1,1,1,1,1,1,535.5716
Female,Grade 10,1,1,1,1,1,1,1,1,514.4008
Female,Grade 10,1,1,1,1,1,1,0,0,486.5803
Female,Grade 10,1,0,1,1,1,1,0,1,480.5702
Female,Grade 10,0,1,0,0,0,1,0,0,529.5183
Female,Grade 10,1,1,1,0,1,1,1,1,535.8814
Female,Grade 10,1,1,1,1,1,1,1,1,370.5748
Female,Grade 10,1,1,1,1,1,1,1,1,436.4218
Female,Grade 10,1,1,1,1,1,NA,NA,NA,454.1567
Female,Grade 10,1,1,1,1,0,1,1,1,513.9463
Female,Grade 10,1,1,1,1,1,1,0,0,444.6519
Female,Grade 10,0,0,1,1,1,1,0,0,484.1586
Female,Grade 10,1,1,1,1,1,NA,1,1,457.135
Female,Grade 10,0,0,1,1,1,1,1,1,495.8135
Female,Grade 10,1,1,1,1,1,1,0,0,519.7991
Male,Grade 10,1,1,1,1,1,1,0,1,506.0991
Male,Grade 10,1,0,1,1,1,1,1,0,433.6541
Male,Grade 10,0,0,1,1,1,0,1,1,488.463
Male,Grade 10,1,0,1,1,1,1,0,1,532.0775
Male,Grade 10,1,1,1,1,1,1,0,1,491.9061
Male,Grade 10,1,1,1,1,1,1,1,0,524.3389
Male,Grade 10,1,1,1,1,1,1,1,1,506.7084
Male,Grade 10,0,1,1,1,1,1,0,0,510.5819
Male,Grade 10,0,0,1,1,1,1,0,0,391.7572
Male,Grade 10,1,1,1,1,1,1,1,1,505.1566
Male,Grade 10,1,1,1,1,1,1,1,0,511.8962
Male,Grade 10,1,1,1,1,1,1,NA,NA,431.7061
Male,Grade 10,0,0,1,0,1,1,1,1,401.1233
Male,Grade 10,1,1,1,1,0,1,1,0,482.9509
Male,Grade 10,1,1,1,1,1,1,1,1,469.2475
Male,Grade 10,1,1,1,1,1,1,1,1,481.7747
Male,Grade 10,1,1,1,1,1,1,1,0,553.1223
Female,Grade 11,1,1,1,1,1,1,0,0,536.3728
Female,Grade 9,1,1,1,0,1,1,0,1,393.112
Female,Grade 9,1,1,1,1,0,1,0,1,510.2425
Female,Grade 9,1,1,1,1,1,1,1,1,269.052
Female,Grade 9,1,1,1,1,1,0,0,0,362.7834
Female,Grade 9,0,1,1,1,1,1,1,0,343.5595
Female,Grade 9,1,1,1,1,1,1,1,0,489.7501
Female,Grade 9,NA,1,1,1,1,1,0,0,387.9367
Female,Grade 9,0,0,0,1,1,1,0,0,406.2741
Female,Grade 9,1,1,1,0,1,1,1,1,519.7778
Female,Grade 10,1,1,1,1,1,1,0,1,487.1586
Female,Grade 10,1,1,1,1,1,1,1,1,515.1179
Female,Grade 10,1,1,1,1,1,1,1,1,503.8639
Female,Grade 10,1,1,1,1,1,1,1,1,401.4408
Female,Grade 10,1,1,1,1,1,1,0,0,457.0161
Female,Grade 10,1,1,1,1,1,1,0,1,456.7313
Female,Grade 10,0,0,1,1,1,1,0,1,403.4893
Female,Grade 10,1,1,1,1,0,0,1,1,432.4764
Female,Grade 10,1,1,1,1,1,1,0,1,458.1726
Female,Grade 10,0,1,1,1,1,1,0,0,513.5244
Female,Grade 10,1,0,1,1,1,1,0,0,435.1994
Female,Grade 10,1,1,1,0,1,1,0,0,456.8389
Female,Grade 10,1,0,1,1,1,1,0,0,485.4361
Female,Grade 10,1,0,1,1,1,0,0,0,426.3028
Female,Grade 10,1,1,0,1,1,1,0,0,441.5363
Female,Grade 10,1,1,1,1,1,1,1,0,481.3096
Female,Grade 10,1,1,1,1,1,1,1,1,527.9203
Female,Grade 10,1,1,1,1,1,1,1,0,377.4783
Female,Grade 10,1,1,1,1,1,1,1,0,447.4135
Female,Grade 10,1,1,1,1,0,0,1,1,358.8282
Female,Grade 10,1,1,1,1,1,1,0,0,362.5664
Female,Grade 10,0,0,1,1,0,1,0,1,464.5855
Female,Grade 10,0,1,0,1,1,1,0,0,346.18
Female,Grade 10,0,0,1,1,1,1,0,1,371.7854
Female,Grade 10,1,1,1,1,1,0,0,0,494.1727
Female,Grade 10,0,0,1,1,1,0,0,0,346.0858
Female,Grade 10,1,0,0,0,1,1,0,0,490.3859
Female,Grade 9,1,1,1,1,1,1,1,1,529.7362
Male,Grade 9,1,1,1,0,0,1,0,0,494.6633
Male,Grade 9,1,1,1,0,1,1,1,1,457.0724
Female,Grade 10,0,NA,1,1,1,1,0,1,516.7084
Female,Grade 10,1,1,1,1,1,1,1,1,504.3728
Female,Grade 10,1,1,1,1,1,1,1,1,480.6881
Female,Grade 10,1,1,1,1,1,1,1,1,536.2092
Female,Grade 10,1,1,1,1,0,1,0,1,596.5422
Female,Grade 10,1,0,1,1,1,1,1,1,484.3198
Female,Grade 10,1,1,1,1,1,0,0,0,591.4656
Female,Grade 10,1,1,1,1,1,1,1,1,503.7448
Female,Grade 10,1,1,1,1,1,1,0,1,498.8019
Female,Grade 10,1,0,1,1,1,1,0,1,483.0752
Female,Grade 10,1,1,0,1,1,1,1,1,518.8315
Female,Grade 10,0,1,1,1,1,1,0,0,494.3657
Female,Grade 10,1,0,1,0,1,1,1,0,497.1138
Female,Grade 10,1,1,1,1,1,1,0,0,538.9601
Female,Grade 10,1,1,1,1,1,1,1,1,519.9081
Female,Grade 10,1,1,1,1,1,1,0,0,545.0875
Female,Grade 10,1,1,1,1,1,1,1,1,484.2063
Female,Grade 10,1,1,1,1,1,1,1,1,550.0448
Male,Grade 10,0,1,1,1,1,1,1,1,489.6254
Male,Grade 10,1,1,1,1,1,1,1,0,514.9469
Male,Grade 10,1,1,1,1,1,1,1,1,459.1264
Male,Grade 10,0,0,0,0,1,1,0,0,537.3149
Male,Grade 10,1,1,1,1,1,1,1,0,469.8457
Male,Grade 10,1,1,1,1,1,1,1,1,572.6514
Male,Grade 10,1,1,1,1,1,1,0,0,543.4843
Male,Grade 10,1,1,1,0,1,1,1,0,484.5015
Male,Grade 10,0,0,1,1,1,1,0,0,516.716
Male,Grade 10,1,1,1,1,1,1,1,1,590.4946
Male,Grade 10,0,0,1,1,1,1,0,0,491.6547
Male,Grade 10,1,1,1,1,1,1,1,0,548.0784
Male,Grade 10,1,1,1,1,1,1,1,0,483.4975
Male,Grade 10,1,1,1,1,1,1,1,0,456.8468
Male,Grade 10,0,0,1,1,1,1,0,0,492.0475
Male,Grade 10,1,1,1,1,1,1,1,1,433.4526
Male,Grade 10,1,1,1,1,1,1,0,0,471.9361
Male,Grade 10,0,1,1,NA,0,1,1,0,494.8414
Female,Grade 11,1,1,1,1,1,1,0,0,630.75
Male,Grade 9,0,0,0,0,0,1,0,0,380.1937
Male,Grade 9,0,0,1,1,1,0,1,1,360.3476
Male,Grade 9,0,0,1,1,0,1,1,0,328.8648
Male,Grade 9,0,0,0,0,0,0,0,0,313.9544
Male,Grade 9,0,0,0,0,0,1,1,1,373.6179
Male,Grade 9,0,1,1,1,0,0,1,0,293.4938
Male,Grade 9,0,0,1,1,0,1,0,0,275.644
Male,Grade 9,0,0,0,0,0,0,0,0,247.6016
Male,Grade 9,0,0,1,0,1,1,0,1,331.2867
Male,Grade 9,0,0,0,0,0,1,1,1,267.5722
Male,Grade 9,1,1,0,0,1,0,0,0,291.049
Male,Grade 9,0,0,1,0,0,1,0,1,280.2183
Male,Grade 9,0,0,1,0,0,1,0,0,296.0089
Male,Grade 9,0,0,0,0,0,0,0,0,283.9434
Male,Grade 9,0,0,1,1,1,0,0,NA,252.6694
Male,Grade 9,0,NA,0,0,1,1,0,1,336.5145
Male,Grade 9,1,0,1,0,1,1,0,0,282.8981
Male,Grade 9,0,0,1,1,1,1,0,1,308.7079
Male,Grade 9,0,0,1,0,0,0,0,0,330.9735
Male,Grade 9,0,0,1,1,1,1,0,0,364.0201
Male,Grade 9,1,1,1,1,0,1,1,0,266.8166
Male,Grade 9,0,0,1,0,0,0,0,1,337.1228
