gender,grade,computer,internet,desk,own.room,quiet.study,book.sch,tech.book,art.book,reading
Male,Grade 10,1,1,1,1,1,1,0,0,530.561
Male,Grade 10,1,1,1,0,1,1,1,0,492.4339
Male,Grade 10,1,1,1,1,1,1,1,0,483.7288
Male,Grade 10,1,1,1,0,1,1,1,1,444.0366
Male,Grade 10,1,1,1,1,1,1,1,1,496.0429
Male,Grade 10,1,1,1,1,1,1,0,0,450.487
Female,Grade 11,1,0,1,1,1,1,1,1,549.9593
Male,Grade 11,1,1,1,1,1,1,0,0,497.1324
Female,Grade 9,1,0,1,0,1,1,1,0,313.2239
Female,Grade 9,1,1,1,0,1,1,0,0,299.7626
Female,Grade 9,NA,NA,NA,NA,NA,NA,NA,NA,373.2896
Female,Grade 9,0,1,1,1,1,1,1,1,357.2172
Male,Grade 9,1,1,1,1,1,1,1,1,275.4594
Male,Grade 9,1,1,1,1,1,1,0,1,394.198
Male,Grade 9,0,1,1,1,1,1,1,1,299.0317
Male,Grade 9,1,1,1,1,1,1,0,1,297.566
Female,Grade 10,0,0,1,1,1,1,1,1,380.0832
Female,Grade 10,1,1,1,1,1,1,0,0,401.382
Female,Grade 10,1,1,1,1,1,1,0,0,467.8758
Female,Grade 10,1,1,1,1,1,1,1,0,360.3703
Female,Grade 10,1,1,1,1,1,0,0,0,384.656
Female,Grade 10,0,0,1,0,1,1,0,0,418.4289
Female,Grade 10,1,0,1,1,1,1,1,0,431.2237
Female,Grade 10,0,0,1,1,1,1,1,1,305.3765
Female,Grade 10,1,1,1,1,1,1,0,0,385.1745
Female,Grade 10,1,1,1,1,0,1,0,1,426.5898
Female,Grade 10,0,0,1,0,0,1,0,1,414.4469
Female,Grade 10,0,0,1,0,1,1,1,1,473.5547
Female,Grade 10,1,0,1,1,1,1,0,1,438.4616
Female,Grade 10,0,0,1,1,1,1,0,1,415.263
Female,Grade 10,0,0,0,1,1,NA,0,0,455.9279
Male,Grade 10,1,0,1,1,1,1,1,0,332.9134
Male,Grade 9,1,1,1,1,1,0,0,1,332.5298
Male,Grade 10,1,0,1,1,1,1,0,1,440.5529
Male,Grade 10,1,1,1,1,NA,1,1,1,343.2886
Male,Grade 10,0,0,0,0,1,0,0,0,454.2365
Male,Grade 10,0,0,1,0,1,0,0,NA,397.4372
Male,Grade 10,0,0,1,1,1,1,1,1,468.574
Male,Grade 10,0,0,1,0,1,1,1,1,428.7414
Male,Grade 10,1,0,0,0,0,1,1,1,342.8313
Male,Grade 10,1,1,1,1,1,1,1,1,383.6567
Male,Grade 10,0,0,1,1,1,1,0,0,458.8446
Male,Grade 10,0,0,1,0,1,1,0,1,431.053
Male,Grade 10,0,0,1,0,1,1,0,0,403.3714
Male,Grade 10,0,0,NA,1,1,0,0,0,459.6189
Male,Grade 10,1,1,1,1,0,1,0,1,422.1284
Male,Grade 10,0,0,0,0,0,1,0,0,417.3801
Female,Grade 11,0,0,1,1,1,1,1,0,348.1973
Male,Grade 11,0,0,1,1,1,1,1,0,354.1119
Male,Grade 7,0,0,0,0,0,0,0,0,330.3719
Male,Grade 7,0,0,0,0,0,0,0,0,316.839
Male,Grade 8,0,0,0,0,0,0,0,0,330.5133
Male,Grade 8,1,1,0,0,1,0,0,0,305.0838
Female,Grade 8,0,0,0,0,0,1,0,0,392.7182
Female,Grade 9,1,1,1,1,1,1,0,1,425.7146
Female,Grade 9,1,1,1,1,1,1,1,0,439.8029
Male,Grade 9,0,0,1,1,0,1,1,1,458.4776
Male,Grade 9,1,1,1,1,1,1,1,0,471.5085
Male,Grade 9,1,1,1,1,1,1,0,0,503.7001
Female,Grade 10,1,0,1,0,0,1,0,0,478.7338
Female,Grade 10,1,1,1,0,0,1,1,1,442.2662
Female,Grade 10,1,1,1,1,1,1,0,0,469.6286
Female,Grade 10,1,1,1,1,1,NA,1,NA,397.6287
Female,Grade 10,1,1,1,1,1,1,0,1,474.7014
Female,Grade 10,1,1,1,1,1,1,1,1,437.7758
Female,Grade 10,1,1,1,1,1,1,0,1,520.6801
Female,Grade 10,1,1,1,1,1,1,1,1,520.2088
Female,Grade 10,1,1,1,1,1,1,1,1,519.5427
Female,Grade 10,1,0,1,1,1,1,1,1,468.1726
Female,Grade 10,1,1,1,1,1,1,1,1,445.6483
Female,Grade 10,1,1,1,1,1,1,1,1,414.3995
Female,Grade 10,1,1,1,1,1,1,0,0,453.0334
Female,Grade 10,0,0,1,1,1,1,0,0,451.5626
Female,Grade 10,0,0,1,1,1,1,0,0,511.1058
Female,Grade 10,1,1,1,1,1,1,1,1,494.7047
Female,Grade 10,1,1,1,1,1,1,0,0,472.2968
Female,Grade 10,1,1,1,1,1,1,0,0,440.9535
Male,Grade 10,1,1,1,1,1,1,0,0,507.7636
Male,Grade 10,1,1,1,1,1,1,1,1,488.1578
Male,Grade 10,1,1,1,1,1,1,0,0,503.2699
Male,Grade 10,0,0,0,0,0,0,0,0,503.1139
Male,Grade 10,1,1,1,1,1,1,0,0,515.4124
Male,Grade 10,0,0,1,0,0,0,0,0,459.0466
Male,Grade 10,1,1,1,1,1,1,1,1,447.0791
Male,Grade 10,1,1,1,1,1,1,0,1,482.755
Male,Grade 10,1,1,1,1,1,1,1,1,505.5972
Male,Grade 10,1,0,1,1,1,1,0,1,496.5809
Male,Grade 10,1,1,1,1,1,1,1,1,465.735
Male,Grade 10,0,0,1,1,1,1,0,0,437.727
Male,Grade 10,1,0,1,1,1,1,1,1,491.9197
Male,Grade 10,1,1,1,1,1,1,1,0,488.0757
Male,Grade 10,1,1,1,1,1,1,0,1,501.8517
Male,Grade 10,0,1,1,1,1,0,0,0,495.7706
Male,Grade 10,0,1,1,1,1,1,0,0,457.3538
Female,Grade 9,1,1,1,1,1,1,1,1,496.2641
Female,Grade 9,0,0,1,1,1,0,0,0,409.3736
Female,Grade 9,1,1,1,1,1,1,1,1,439.1487
Female,Grade 9,0,0,1,1,1,1,0,0,373.4843
Female,Grade 9,1,0,1,0,1,1,0,1,526.6943
Female,Grade 9,1,1,1,1,1,1,1,0,397.5852
Female,Grade 9,1,1,1,1,1,0,0,0,449.1955
Male,Grade 9,0,1,1,1,1,1,1,0,354.7474
Male,Grade 9,1,0,1,1,1,0,1,0,390.6072
Male,Grade 9,1,0,1,1,1,1,0,0,425.5141
Male,Grade 9,0,0,1,0,1,1,0,1,347.1772
Male,Grade 9,1,0,1,1,1,1,1,0,416.9374
Male,Grade 9,1,1,1,1,1,1,0,0,419.3751
Male,Grade 9,1,1,1,1,1,0,1,1,430.4985
Male,Grade 9,0,0,1,1,1,1,0,0,440.0937
Male,Grade 9,1,0,0,0,1,1,0,0,434.2028
Male,Grade 9,1,1,1,1,0,1,0,0,402.8947
Male,Grade 9,1,1,1,1,1,1,1,1,449
Female,Grade 10,1,1,1,1,1,1,0,0,512.7634
Female,Grade 10,1,1,1,0,0,1,1,0,426.9135
Female,Grade 10,1,1,0,0,1,1,0,0,415.1201
Female,Grade 10,1,1,1,0,1,1,0,1,501.8797
Female,Grade 10,1,1,1,1,1,1,1,1,523.6216
Female,Grade 10,1,1,1,1,1,1,0,1,449.0301
Female,Grade 10,0,0,1,0,1,1,0,0,419.4809
Female,Grade 10,0,0,1,1,1,1,0,0,527.2957
Female,Grade 10,1,0,1,0,1,1,1,1,462.9657
Female,Grade 10,1,0,1,1,1,1,0,0,443.7659
Female,Grade 10,1,0,0,1,1,0,0,0,426.8543
Female,Grade 10,1,0,1,0,0,1,0,1,444.7064
Male,Grade 10,1,1,1,1,1,1,0,0,466.335
Male,Grade 10,0,0,1,0,0,1,0,1,403.5443
Male,Grade 10,0,0,1,1,1,1,0,0,411.55
Male,Grade 10,1,0,1,1,1,1,0,0,469.3289
Male,Grade 10,0,0,1,0,1,0,1,0,355.4206
Female,Grade 9,0,0,0,0,0,1,0,0,357.0641
Male,Grade 9,1,1,1,1,1,1,1,1,356.3452
Male,Grade 9,0,0,1,0,1,1,0,1,415.7215
Female,Grade 10,0,0,1,0,1,1,0,0,433.7661
Female,Grade 10,1,0,1,1,1,1,1,1,459.8071
Female,Grade 10,1,1,1,1,1,1,1,0,452.3712
Female,Grade 10,1,0,1,1,1,1,0,0,398.4326
Female,Grade 10,1,1,1,1,1,1,1,0,465.1662
Female,Grade 10,1,1,1,1,1,1,1,0,409.8033
Female,Grade 10,0,0,1,1,1,1,0,1,447.3234
Female,Grade 10,1,1,1,1,1,1,1,1,364.9301
Female,Grade 10,1,1,1,1,1,1,1,1,445.4844
Female,Grade 10,1,1,1,1,1,1,1,1,420.9368
Female,Grade 10,0,1,1,0,1,0,0,0,439.914
Female,Grade 10,1,0,1,1,1,1,1,1,351.5851
Female,Grade 10,1,1,1,1,1,1,1,1,461.2251
Female,Grade 10,1,1,1,1,1,1,0,1,370.4928
Female,Grade 10,0,1,1,0,1,1,0,0,437.8486
Female,Grade 10,0,1,1,1,1,1,1,1,430.3869
Male,Grade 10,NA,1,1,1,1,1,NA,1,422.7392
Male,Grade 10,0,1,1,1,1,1,0,1,431.5486
Male,Grade 10,1,1,1,1,1,1,1,1,358.4614
Male,Grade 10,1,1,0,0,1,1,1,0,502.2632
Male,Grade 10,0,0,1,1,1,0,0,0,430.0312
Male,Grade 10,1,1,1,1,0,1,1,0,435.6025
Male,Grade 10,1,1,1,0,1,1,0,0,420.1044
Male,Grade 10,0,0,1,1,1,1,0,0,473.682
Male,Grade 10,1,1,1,1,1,1,1,1,451.7351
Male,Grade 10,1,1,1,1,1,1,0,0,432.2708
Male,Grade 10,1,0,1,0,1,1,1,0,457.9085
Male,Grade 10,1,1,1,1,1,1,1,1,441.133
Male,Grade 10,1,1,1,1,1,1,0,0,376.3814
Male,Grade 10,1,1,1,1,1,1,NA,NA,278.9503
Male,Grade 10,1,1,1,1,1,1,1,1,390.114
Male,Grade 10,1,1,1,1,1,1,0,1,370.3294
Male,Grade 10,0,0,0,0,1,0,0,0,417.8266
Male,Grade 10,0,0,1,1,0,0,0,0,402.8879
Male,Grade 10,0,0,1,0,1,1,0,0,372.6947
Female,Grade 11,1,1,1,1,0,1,0,1,509.5628
Female,Grade 9,1,1,1,1,1,1,1,0,317.0977
Female,Grade 9,1,0,1,1,1,1,0,0,442.4782
Male,Grade 9,0,0,1,1,1,1,0,0,376.2895
Male,Grade 9,0,0,1,1,1,1,1,1,416.193
Male,Grade 9,0,0,0,0,1,1,1,1,350.4726
Female,Grade 10,1,1,1,0,1,1,1,1,448.9156
Female,Grade 10,1,1,1,0,1,1,1,0,498.7947
Female,Grade 10,0,0,1,0,1,1,0,0,386.3999
Female,Grade 10,1,0,1,1,1,1,0,1,471.1499
Female,Grade 10,1,1,1,0,1,1,1,0,434.5135
Female,Grade 10,1,1,0,0,1,0,0,0,398.8923
Female,Grade 10,1,1,0,0,1,1,0,0,342.53
Female,Grade 10,1,1,1,1,1,1,1,0,405.9022
Female,Grade 10,1,1,1,1,NA,NA,NA,NA,409.5243
Female,Grade 10,0,0,1,1,1,1,0,0,437.1206
Female,Grade 10,1,1,0,0,1,1,0,0,459.0973
Female,Grade 10,1,1,1,0,1,1,0,0,476.5439
Female,Grade 10,1,1,0,0,1,1,1,0,433.7169
Female,Grade 10,1,1,1,1,1,1,1,0,457.4997
Female,Grade 10,1,1,1,1,1,1,1,1,403.1297
Male,Grade 10,0,1,1,1,1,1,0,0,422.9767
Male,Grade 10,1,1,1,1,1,0,1,0,506.7658
Male,Grade 10,0,0,0,0,1,1,0,0,474.637
Male,Grade 10,1,0,0,0,0,0,0,0,483.6111
Male,Grade 10,1,1,1,1,0,1,0,0,509.0303
Male,Grade 10,1,1,1,0,1,1,0,0,433.426
Male,Grade 10,0,0,1,1,1,1,0,1,431.5147
Male,Grade 10,1,1,1,1,1,1,0,1,482.4834
Male,Grade 10,1,0,0,0,0,1,0,1,460.2333
Male,Grade 10,1,1,1,0,1,1,1,1,442.8253
Male,Grade 10,0,0,1,1,1,0,0,0,409.7829
Male,Grade 10,1,1,1,1,1,1,1,1,435.5836
Male,Grade 10,0,1,1,0,1,1,0,1,448.7072
Male,Grade 10,1,1,1,0,1,1,1,0,463.2712
Male,Grade 10,1,1,1,0,1,1,1,0,491.0378
Male,Grade 10,0,0,0,0,1,1,0,0,429.997
Male,Grade 10,1,0,1,1,1,1,0,0,516.2892
Male,Grade 10,0,0,1,0,1,0,NA,0,370.2394
Male,Grade 11,1,1,1,1,1,1,1,1,488.72
Male,Grade 9,1,1,1,1,1,1,0,0,370.6665
Male,Grade 9,1,1,1,1,1,1,0,1,325.9638
Male,Grade 9,1,1,1,1,1,1,1,1,260.97
Male,Grade 9,0,0,1,1,1,0,0,1,376.3147
Male,Grade 9,1,0,0,0,0,1,1,0,328.3135
Male,Grade 9,0,1,1,1,1,1,0,0,237.127
Male,Grade 9,1,0,1,1,1,0,0,0,256.6315
Male,Grade 9,NA,NA,NA,NA,NA,NA,NA,NA,311.8466
Male,Grade 9,0,0,NA,0,1,0,0,0,334.0226
Male,Grade 9,NA,NA,0,0,1,0,1,0,321.8884
Male,Grade 9,0,0,0,0,1,0,0,0,363.6894
Male,Grade 9,0,0,1,1,1,0,1,0,395.7159
Male,Grade 10,0,0,0,0,0,0,1,0,389.6362
Male,Grade 10,1,1,1,1,1,1,1,0,365.0284
Male,Grade 10,1,1,1,1,1,1,1,1,404.3032
Male,Grade 10,0,1,1,1,1,1,1,0,381.6728
Male,Grade 10,1,1,1,1,0,1,1,0,374.6298
Male,Grade 10,1,0,1,1,1,1,0,0,387.4159
Male,Grade 10,0,0,0,1,0,1,0,1,351.2881
Male,Grade 10,1,0,0,0,0,1,1,0,348.0739
Male,Grade 10,1,0,1,1,1,1,0,0,321.1398
Male,Grade 10,0,0,1,1,1,0,0,0,431.5595
Male,Grade 10,0,0,0,0,0,1,1,1,328.4857
Male,Grade 10,1,1,1,1,1,0,0,0,358.1424
Male,Grade 10,0,0,0,0,0,0,0,0,304.0906
Male,Grade 10,0,0,1,1,0,0,0,0,345.1664
Male,Grade 10,1,1,1,1,1,1,1,0,454.9845
Male,Grade 10,1,1,1,1,1,1,0,0,361.1481
Male,Grade 10,1,1,1,1,NA,1,1,1,387.6247
Male,Grade 10,0,0,1,0,1,1,0,0,444.6838
Male,Grade 10,1,1,1,1,1,1,1,0,355.1295
Male,Grade 10,0,0,0,0,1,1,1,0,386.1997
Male,Grade 10,1,1,1,1,1,1,1,0,401.2676
Male,Grade 10,1,0,1,1,1,1,1,1,444.7995
Male,Grade 10,1,1,1,0,1,1,1,1,437.0189
Male,Grade 10,NA,NA,1,1,1,NA,NA,NA,339.6761
Male,Grade 10,1,0,1,0,0,1,0,1,338.79
Male,Grade 10,0,0,1,1,1,1,1,1,301.0678
Male,Grade 10,1,0,1,1,1,1,1,1,346.4957
Male,Grade 10,1,1,1,1,1,1,1,0,341.1593
Female,Grade 9,1,1,1,1,1,1,1,NA,464.2149
Female,Grade 9,1,1,1,1,1,1,0,0,410.471
Female,Grade 9,1,1,1,0,1,1,0,0,442.0106
Female,Grade 9,1,1,1,0,0,1,1,0,360.8082
Male,Grade 9,1,1,1,1,1,1,1,1,322.5801
Male,Grade 9,1,1,1,1,1,1,1,1,330.3775
Male,Grade 9,1,1,1,1,1,1,1,1,381.7247
Male,Grade 9,1,1,1,1,1,1,1,1,272.5871
Male,Grade 9,0,0,0,0,0,1,0,1,326.6089
Male,Grade 9,1,1,1,1,0,0,1,0,465.274
Male,Grade 9,NA,1,1,1,1,NA,NA,NA,381.0991
Male,Grade 9,1,1,1,1,1,1,0,0,373.993
Male,Grade 9,0,0,1,0,1,NA,1,1,317.531
Male,Grade 9,1,1,0,1,0,0,0,0,352.8801
Male,Grade 9,NA,NA,NA,1,1,NA,NA,NA,324.4936
Male,Grade 9,1,NA,1,1,1,1,1,0,423.7242
Female,Grade 10,0,0,1,1,1,0,0,0,488.6849
Female,Grade 10,1,1,1,1,1,1,0,0,433.3479
Female,Grade 10,1,1,1,1,1,NA,NA,1,369.8135
Female,Grade 10,1,1,1,1,1,1,0,0,482.0124
Female,Grade 10,1,1,1,1,1,1,0,1,390.5617
Female,Grade 10,1,1,1,0,0,1,0,0,478.8647
Female,Grade 10,1,1,1,1,1,1,0,0,397.5167
Female,Grade 10,1,1,0,0,1,1,1,0,387.7128
Female,Grade 10,0,0,1,1,1,1,0,0,287.7759
Female,Grade 10,0,0,1,0,1,1,0,1,393.0902
Male,Grade 10,1,1,1,1,0,0,1,0,435.4533
Male,Grade 10,1,1,1,1,0,1,0,1,475.1947
Male,Grade 10,1,1,1,0,1,1,0,NA,366.5791
Male,Grade 10,0,0,1,1,1,1,0,1,491.5907
Male,Grade 10,0,0,1,1,1,0,0,0,463.1076
Male,Grade 10,1,1,0,0,1,NA,NA,NA,316.0073
Male,Grade 10,1,1,1,1,1,1,1,1,470.2381
Male,Grade 10,1,1,1,0,1,1,0,1,371.9136
Male,Grade 7,0,0,0,0,0,0,0,0,303.8627
Male,Grade 8,0,0,0,0,0,0,0,0,438.2984
Male,Grade 8,0,0,0,0,0,1,0,0,367.8482
Female,Grade 9,0,0,1,1,1,0,0,0,375.8506
Female,Grade 9,1,1,1,1,1,1,1,1,390.4893
Female,Grade 9,0,0,1,1,1,1,1,1,406.9901
Male,Grade 9,1,1,1,1,1,0,1,1,285.2123
Male,Grade 9,1,1,1,1,1,1,0,0,362.54
Male,Grade 9,0,1,1,0,1,1,0,1,370.8787
Male,Grade 9,1,1,0,0,0,1,1,0,303.2092
Male,Grade 9,1,1,1,0,1,0,1,1,386.501
Male,Grade 9,1,1,1,1,1,0,0,0,467.654
Male,Grade 9,1,1,1,1,1,1,1,1,321.1409
Male,Grade 9,0,0,1,0,0,1,0,0,322.5786
Male,Grade 9,1,1,1,1,1,1,1,1,385.3341
Male,Grade 9,1,1,0,0,1,1,1,1,444.4812
Male,Grade 9,0,1,1,1,1,1,0,0,446.179
Female,Grade 10,1,1,1,1,1,0,0,0,415.3227
Female,Grade 10,1,0,1,1,1,1,0,0,344.3789
Female,Grade 10,1,1,1,1,1,1,0,1,387.7477
Female,Grade 10,1,1,1,1,1,0,1,1,519.5429
Female,Grade 10,1,1,1,1,1,1,1,1,381.9795
Female,Grade 10,1,1,0,1,0,1,1,0,476.8662
Female,Grade 10,0,0,0,0,0,0,0,0,347.5109
Female,Grade 10,0,0,1,1,1,1,0,1,342.3847
Female,Grade 10,0,0,1,0,1,0,0,0,326.6425
Female,Grade 10,0,0,1,1,1,1,0,0,435.8834
Male,Grade 10,0,0,0,0,0,0,0,0,486.4425
Male,Grade 10,1,1,0,0,1,0,0,0,359.1658
Male,Grade 10,1,1,1,1,1,1,1,0,452.4896
Male,Grade 10,1,1,1,0,1,1,1,1,432.7801
Male,Grade 10,1,1,1,1,1,1,1,1,322.0838
Male,Grade 10,1,0,1,1,1,0,1,0,287.1045
Male,Grade 10,0,0,1,1,1,1,0,0,317.6782
Male,Grade 10,1,1,1,1,1,0,0,0,284.1995
Male,Grade 10,1,1,1,1,1,1,1,0,386.364
Male,Grade 10,1,1,1,1,1,0,0,0,384.2016
Male,Grade 10,1,1,1,1,1,1,1,0,522.248
Male,Grade 10,1,1,1,1,1,1,1,0,357.478
Female,Grade 11,1,1,1,1,1,1,1,0,413.5293
Female,Grade 9,0,0,1,1,1,1,0,1,360.0175
Female,Grade 9,1,0,1,1,1,1,0,0,437.6383
Female,Grade 9,0,0,0,1,1,0,0,0,452.7182
Male,Grade 9,1,0,1,1,1,1,1,1,331.765
Male,Grade 9,1,1,1,1,1,1,1,1,380.8623
Female,Grade 10,1,1,1,0,1,1,0,0,462.6012
Female,Grade 10,1,0,1,1,1,1,0,0,395.0932
Female,Grade 10,0,0,0,0,0,1,0,0,410.1863
Female,Grade 10,0,0,1,0,1,1,0,0,416.0362
Female,Grade 10,NA,NA,NA,NA,NA,NA,NA,NA,392.8195
Female,Grade 10,1,0,1,0,1,1,1,0,418.1236
Female,Grade 10,0,0,1,0,0,0,0,0,422.2597
Female,Grade 10,0,0,1,1,1,1,0,0,374.4792
Female,Grade 10,1,0,1,1,1,1,0,0,428.8745
Female,Grade 10,0,0,1,1,1,1,0,0,458.0548
Female,Grade 10,1,1,1,1,1,1,1,0,513.1099
Female,Grade 10,0,0,1,1,1,1,0,0,365.4359
Female,Grade 10,0,0,1,1,1,1,0,0,416.564
Female,Grade 10,0,0,0,0,0,1,0,0,406.3103
Female,Grade 10,0,1,1,1,1,1,0,1,380.9069
Female,Grade 10,0,0,0,1,0,1,0,0,310.7385
Male,Grade 10,0,1,1,1,1,1,0,1,446.3013
Male,Grade 10,0,1,1,1,1,1,1,1,353.4855
Male,Grade 10,1,0,1,1,1,1,1,0,384.7629
Male,Grade 10,0,0,1,0,1,1,0,0,333.7544
Male,Grade 10,1,1,1,1,1,1,1,1,419.6139
Male,Grade 10,0,0,1,1,1,0,0,0,400.3138
Male,Grade 10,0,0,1,1,1,0,1,1,442.7827
Male,Grade 10,0,0,1,1,1,1,0,1,407.6612
Male,Grade 10,1,0,1,1,1,1,1,1,352.3258
Male,Grade 10,0,0,0,0,0,1,0,0,380.9839
Male,Grade 10,1,1,1,1,1,1,0,1,289.2892
Female,Grade 9,1,NA,0,0,1,0,0,1,502.7505
Female,Grade 9,1,1,1,0,1,1,1,1,461.4971
Female,Grade 9,0,0,1,NA,1,NA,0,0,340.7342
Female,Grade 9,0,0,1,1,0,0,0,0,385.685
Female,Grade 9,1,1,1,0,1,1,0,1,427.7818
Female,Grade 9,1,1,1,1,1,1,0,0,405.4225
Female,Grade 10,0,1,1,1,1,1,NA,NA,488.4269
Female,Grade 10,1,1,1,1,1,0,0,1,386.0176
Female,Grade 10,1,1,1,0,1,1,0,0,514.3313
Female,Grade 10,1,1,1,1,1,1,0,1,388.4355
Female,Grade 10,1,1,1,0,1,1,0,1,447.1529
Female,Grade 10,0,0,0,1,1,0,0,0,349.2399
Female,Grade 10,1,1,1,1,1,1,1,0,405.4432
Female,Grade 10,1,1,1,1,0,1,1,1,446.1816
Female,Grade 10,1,1,1,1,0,1,0,0,410.5837
Female,Grade 10,1,1,1,1,1,0,0,0,443.6614
Female,Grade 10,1,1,1,0,0,1,0,0,533.1506
Female,Grade 10,0,0,1,1,1,1,0,0,377.6705
Female,Grade 10,1,1,1,1,1,1,1,1,443.8256
Female,Grade 10,1,1,1,1,1,1,1,0,384.5108
Female,Grade 10,1,NA,1,NA,1,1,1,1,424.6696
Female,Grade 10,1,1,NA,NA,NA,1,NA,NA,398.5947
Female,Grade 10,0,0,1,0,1,0,0,0,367.1572
Female,Grade 10,1,1,1,1,1,1,0,1,473.5689
Female,Grade 10,1,1,1,1,1,1,1,1,381.224
Female,Grade 10,0,0,1,1,1,1,1,0,367.7518
Female,Grade 10,1,1,0,0,0,0,0,0,385.0833
Female,Grade 10,NA,1,1,NA,NA,1,1,1,419.9602
Female,Grade 10,1,1,1,1,0,0,0,0,432.2569
Female,Grade 10,0,0,0,0,1,1,1,0,435.0218
Female,Grade 10,1,0,1,0,1,1,1,1,470.8546
Female,Grade 10,1,1,1,1,1,NA,1,1,380.8573
Female,Grade 10,1,1,1,1,1,1,1,1,377.3268
Female,Grade 10,0,0,1,0,1,1,0,1,432.4184
Female,Grade 10,1,1,0,0,0,1,0,0,376.0172
Female,Grade 11,1,1,1,1,0,1,NA,NA,461.4941
Female,Grade 11,1,1,1,1,1,NA,NA,1,414.0522
Female,Grade 11,1,1,1,1,1,1,1,1,519.5973
Female,Grade 9,1,1,1,1,1,1,0,0,519.1985
Female,Grade 9,1,1,1,1,1,1,0,1,532.1816
Male,Grade 9,1,1,1,NA,1,1,0,0,501.1986
Male,Grade 9,1,1,1,1,0,1,1,1,512.2789
Female,Grade 10,0,1,1,1,1,1,0,0,533.7706
Female,Grade 10,1,1,0,1,1,1,1,0,521.0467
Female,Grade 10,0,0,1,1,1,1,0,0,487.0165
Female,Grade 10,1,1,1,1,1,1,0,0,546.134
Female,Grade 10,1,1,1,1,1,1,0,0,529.4673
Female,Grade 10,1,0,1,1,1,1,0,0,555.2717
Female,Grade 10,0,1,1,1,1,1,0,1,476.0526
Female,Grade 10,0,0,0,1,1,1,0,0,469.6684
Female,Grade 10,0,1,0,0,0,1,0,1,514.7904
Female,Grade 10,1,1,0,0,0,1,0,0,499.716
Female,Grade 10,1,1,1,1,1,1,1,1,524.7747
Female,Grade 10,1,1,1,1,1,1,1,1,527.8605
Female,Grade 10,1,0,1,1,0,1,1,0,543.2897
Female,Grade 10,1,1,1,1,1,1,1,0,533.6007
Female,Grade 10,1,1,1,1,1,1,0,1,448.5408
Female,Grade 10,1,0,1,1,1,1,0,0,484.0691
Female,Grade 10,1,1,1,1,1,1,1,0,509.719
Male,Grade 10,1,1,1,1,1,1,1,0,533.7917
Male,Grade 10,0,0,0,0,0,1,0,1,571.0818
Male,Grade 10,1,1,1,0,0,NA,0,0,525.1593
Male,Grade 10,1,1,1,1,1,1,0,0,493.5766
Male,Grade 10,1,1,1,0,1,1,0,0,427.708
Male,Grade 10,0,1,1,1,1,1,1,1,499.0537
Male,Grade 10,1,1,1,1,1,1,1,0,516.2
Male,Grade 10,1,1,1,0,1,1,0,0,551.807
Male,Grade 10,0,1,1,1,1,1,0,1,543.0487
Male,Grade 10,1,1,1,1,1,1,1,1,509.7743
Male,Grade 10,1,1,1,1,1,1,0,0,523.0779
Male,Grade 10,0,1,1,1,1,1,0,0,396.8462
Male,Grade 10,0,0,0,0,0,1,0,0,474.5536
Male,Grade 10,1,0,1,1,1,1,1,1,543.7392
Male,Grade 10,1,1,1,1,1,1,1,0,442.8345
Male,Grade 10,0,1,1,0,1,1,0,0,481.4624
Male,Grade 10,0,0,1,1,0,0,NA,1,468.9605
Male,Grade 10,1,1,1,1,1,1,0,1,482.8309
Female,Grade 11,1,1,1,1,1,1,1,0,464.4425
Female,Grade 9,0,0,1,0,1,1,0,1,441.0798
Female,Grade 9,0,0,0,0,1,1,0,0,414.3801
Female,Grade 9,0,0,0,0,0,1,1,0,387.4148
Female,Grade 9,0,0,1,0,0,0,0,0,377.2763
Female,Grade 9,1,1,1,0,1,1,0,1,360.6372
Female,Grade 9,1,1,1,0,0,1,1,1,404.8867
Male,Grade 9,0,0,1,1,1,1,1,0,468.7707
Male,Grade 9,0,0,0,1,0,1,0,NA,423.9021
Male,Grade 9,0,0,1,1,1,1,0,0,480.5912
Male,Grade 9,1,1,1,1,1,1,0,1,464.8763
Male,Grade 9,0,0,0,0,1,0,0,0,476.5642
Male,Grade 9,0,0,1,1,1,1,0,0,400.1222
Female,Grade 9,0,0,0,0,0,0,0,0,479.2147
Female,Grade 10,NA,NA,NA,NA,NA,NA,NA,NA,340.5113
Female,Grade 10,NA,NA,NA,NA,NA,NA,NA,NA,391.0826
Female,Grade 10,0,0,1,0,1,0,0,0,401.6797
Female,Grade 10,0,0,1,1,1,0,0,0,423.9599
Female,Grade 10,0,0,1,1,1,1,0,1,526.0065
Female,Grade 10,NA,NA,NA,NA,NA,NA,NA,NA,386.1238
Female,Grade 10,NA,NA,NA,NA,1,NA,NA,NA,369.7636
Female,Grade 10,0,0,1,0,0,1,0,0,529.5841
Female,Grade 10,0,0,0,1,0,1,0,0,462.0182
Female,Grade 10,0,0,1,0,1,0,0,1,408.8811
Female,Grade 11,0,0,1,1,1,1,0,0,395.4851
Male,Grade 9,0,0,0,0,0,1,0,0,406.1931
Male,Grade 9,0,0,1,0,0,0,0,0,395.3988
Male,Grade 9,0,0,0,0,1,0,0,0,389.4953
Male,Grade 9,0,0,1,1,1,1,0,0,389.7347
Male,Grade 10,0,0,1,0,0,1,0,0,420.8577
Male,Grade 10,0,0,1,0,0,1,0,0,426.1438
Male,Grade 10,0,0,1,1,0,1,0,0,398.173
